Shelfmark,UV URL,Page Label,Date,Type,VID
Add Ms 255576,,"f71, r","4, 3, 29",Power of attorney for Buenos Aires factors,
Add Ms 255576,,"f72, v","4, 3, 29",Power of attorney for Buenos Aires factors,
,,,,,
Add Ms 255576,,"f72, r","4, 3, 29",Certification for the Asiento (in Spanish),
Add Ms 255576,,"f73, v","4, 3, 29",Certification for the Asiento (in Spanish),
,,,,,
Add Ms 255576,,"f73, v","22, 4, 30",Shpping of 500 slaves on the Lawrence,76720
,,,,,
Add Ms 255576,,"f73, v","22, 4, 30",Shipping of 500 slaves on the City of London,76721
,,,,,
Add Ms 255576,,"f73, v","22, 4, 30",Certification for the Lawrence and City of London,76720; 76721
,,,,,
Add Ms 255576,,"f73, v","6, 5, 30","Bill of complaint vs Sarah Edwards, widow",
,,,,,
Add Ms 255576,,"f73, r","8, 5, 30 ",Shipping of 520 slaves on the Bonita,77054
,,,,,
Add Ms 255576,,"f73, r","8, 5, 30 ",Certification for the Bonita,77054
,,,,,
Add Ms 255576,,"f73, r","15, 5, 30",Articles of agreement with the Buenos Aires factors,
Add Ms 255576,,"f74, v","15, 5, 30",Articles of agreement with the Buenos Aires factors,
Add Ms 255576,,"f74, r","15, 5, 30",Articles of agreement with the Buenos Aires factors,
,,,,,
Add Ms 255576,,"f74, r","15, 5, 30",Deputation of Jamaican factors,
Add Ms 255576,,"f75, v","15, 5, 30",Deputation of Jamaican factors,
,,,,,
Add Ms 255576,,"f75, v","15, 5, 30",Empowerming Jamaican factors to issue licenses to sell slaves in Spanish West Indies,
Add Ms 255576,,"f75, r","15, 5, 30",Empowerming Jamaican factors to issue licenses to sell slaves in Spanish West Indies,
Add Ms 255576,,"f76, v","15, 5, 30",Empowerming Jamaican factors to issue licenses to sell slaves in Spanish West Indies,
Add Ms 255576,,"f76, r","15, 5, 30",Empowerming Jamaican factors to issue licenses to sell slaves in Spanish West Indies,
,,,,,
Add Ms 255576,,"f76, r","15, 5, 30",Empowering Jamaican factors to seize illicitly traded slaves,
Add Ms 255576,,"f77, v","15, 5, 30",Empowering Jamaican factors to seize illicitly traded slaves,
Add Ms 255576,,"f77, r","15, 5, 30",Empowering Jamaican factors to seize illicitly traded slaves,
,,,,,
Add Ms 255576,,"f77, v","15, 5, 30",Empowering Jamaican factors to visit other factories and settle differences,
Add Ms 255576,,"f77, r","15, 5, 30",Empowering Jamaican factors to visit other factories and settle differences,
,,,,,
Add Ms 255576,,"f77, r","17, 7, 30","Bill of complaint vs Sr Brook Bridges, Sr Thomas Hales an David Polhill",
,,,,,
Add Ms 255576,,"f77, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
,,,,,
Add Ms 255576,,"f78, v","17, 7, 30",Arbitration bond vs Gidbson Dalzell,
,,,,,
Add Ms 255576,,"f79, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f79, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f80, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f80, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f80, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f81, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f81, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f82, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f82, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f83, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f84, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f84, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f85, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f85, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f86, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f86, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f87, v","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
Add Ms 255576,,"f87, r","17, 7, 30",Agreement with Edward Pratter and James Rigby (Jamaican factors),
,,,,,
Add Ms 255576,,"f87, r","17, 7, 30",Dispute concerning licensing of Galliard inter-island slave ship,
Add Ms 255576,,"f88, v","17, 7, 30",Dispute concerning licensing of Galliard inter-island slave ship,
Add Ms 255576,,"f88, r","17, 7, 30",Dispute concerning licensing of Galliard inter-island slave ship,
,,,,,
Add Ms 255576,,"f89, v","8, 7, 30",Appointment of Samuel Collit and Jonathan Porrie as factors general of the Windward Coast,
Add Ms 255576,,"f89, r","8, 7, 30",Appointment of Samuel Collit and Jonathan Porrie as factors general of the Windward Coast,
Add Ms 255576,,"f90, v","8, 7, 30",Appointment of Samuel Collit and Jonathan Porrie as factors general of the Windward Coast,
,,,,,
Add Ms 255576,,"f90, r","8, 7, 30",Passes for sloops carrying slaves from Jamaica to Spanish American factories (in Spanish),
Add Ms 255576,,"f91, v","8, 7, 30",Passes for sloops carrying slaves from Jamaica to Spanish American factories (in Spanish),
,,,,,
Add Ms 255576,,"f91, v","8, 7, 30",Licenses for shipping slaves to the Spanish Americas (including brand mark),
Add Ms 255576,,"f91, r","8, 7, 30",Licenses for shipping slaves to the Spanish Americas (including brand mark),
Add Ms 255576,,"f92, v","8, 7, 30",Licenses for shipping slaves to the Spanish Americas (including brand mark),
,,,,,
Add Ms 255576,,"f92, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f93, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f93, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f94, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f94, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f95, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f95, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f96, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f96, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f97, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f97, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f98, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f98, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f99, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f99, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f100, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f100, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f101, v","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f101, r","2, 10, 30",Agreement with Portobelo and Panama factors,
Add Ms 255576,,"f102, v","2, 10, 30",Agreement with Portobelo and Panama factors,
,,,,,
Add Ms 255576,,"f102, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f103, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f103, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f104, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f104, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f105, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
,,,,,
Add Ms 255576,,"f105, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f105, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f106, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f106, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f107, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f107, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f108, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f108, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f109, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f109, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f110, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f110, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f111, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f111, r","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
Add Ms 255576,,"f112, v","2, 10, 30",Agreement with super cargoes of Prince William annual ship,
,,,,,
Add Ms 255576,,"f112, v","2, 10, 30",Certification for the Prince William annual ship,
Add Ms 255576,,"f112, r","2, 10, 30",Certification for the Prince William annual ship,
,,,,,
Add Ms 255576,,"f113, v","2, 10, 30",Deputation for sale of Prince William's cargo (annual ship) at Portobelo,
Add Ms 255576,,"f113, r","2, 10, 30",Deputation for sale of Prince William's cargo (annual ship) at Portobelo,
,,,,,
Add Ms 255576,,"f114, v","2, 10, 30",Deputation for sale of Prince William's cargo (annual ship) at Carthagena,
Add Ms 255576,,"f114, r","2, 10, 30",Deputation for sale of Prince William's cargo (annual ship) at Carthagena,
,,,,,
Add Ms 255576,,"f115, v","7, 10, 30",Deputation for the Panama and Portobelo factors,
Add Ms 255576,,"f115, r","7, 10, 30",Deputation for the Panama and Portobelo factors,
,,,,,
Add Ms 255576,,"f115, r","2, 10, 30",Power of attorney for Panama and Portobelo factors,
,,,,,
Add Ms 255576,,"f116, v",,Blank page,
,,,,,
Add Ms 255576,,"f116, r","2, 10, 30",Cerificate for the St Philip inter-island slaving vessel,
Add Ms 255576,,"f117, v","2, 10, 30",Cerificate for the St Philip inter-island slaving vessel,
,,,,,
Add Ms 255576,,"f117, r","21, 10, 30","Proceedings vs Mary Dent, widow of Robert Knight",
,,,,,
Add Ms 255576,,"f117, r","18, 11, 30",Shipping of goods on various ships (the City of London; Bonetta; and Eaton included),76721; 77054; 76724
,,,,,
Add Ms 255576,,"f117, r","18, 11, 30","Lease of houses on Charles Street, London",
,,,,,
Add Ms 255576,,"f118, v","24, 11, 30",Sale of a portion of the Caesar ,
,,,,,
Add Ms 255576,,"f118, v","4, 12, 30",Empowerment of Mr Henshaw to receive debts due from a late director,
,,,,,
Add Ms 255576,,"f118, v","4, 12, 30",Empowerment of Mr Gouldney,
,,,,,
Add Ms 255576,,"f118, v","4, 12, 30",Empowerment of Mr Read to transfer company stock,
,,,,,
Add Ms 255576,,"f118, v","4, 12, 30",Empowerment of Mr Read to transfer company annuities,
,,,,,
Add Ms 255576,,"f118, v","11, 12, 30",Bill of complaint vs David Lopez Henriques,
,,,,,
Add Ms 255576,,"f118, v","16, 12, 30",Empowerment of Robert Shepherd,
,,,,,
Add Ms 255576,,"f118, r","16, 12, 30",Empowerment of Robert Shepherd (crossed out),
,,,,,
Add Ms 255576,,"f118, r","18, 12, 30",Release of Messrs Wm Bumpsted & Thos Canham,
,,,,,
Add Ms 255576,,"f118, r","23, 12, 30","Empowerment of Wm Smith to act as the company's ""syndick"" I the court of admiralty",
,,,,,
Add Ms 255576,,"f119, v",,Blank page,
,,,,,
Add Ms 255576,,"f119, r",,Title page,
,,,,,
Add Ms 255576,,"f120, v",,Blank page,
,,,,,
Add Ms 255576,,"f120, r","12, 2, 30",Dispatches to the Havana factory,
,,,,,
Add Ms 255576,,"f120, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f121, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f121, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f122, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f122, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f123, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f123, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f124, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f124, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f125, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f125, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f126, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f126, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f127, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f127, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f128, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f128, r","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
Add Ms 255576,,"f129, v","12, 2, 30",Agreement with Havana factors (Wargent Nicholson and Hubert Tassell),
,,,,,
Add Ms 255576,,"f129, r","12, 2, 30",Tariff of charges on sales of slaves at the Havana factory,
Add Ms 255576,,"f130, v","12, 2, 30",Tariff of charges on sales of slaves at the Havana factory,
,,,,,
Add Ms 255576,,"f130, r","12, 2, 30","Revocation of powers of previous Havana factors (Jonathan Deniss, Hubert Tassell and Leonard Cock)",
Add Ms 255576,,"f131, v","12, 2, 30","Revocation of powers of previous Havana factors (Jonathan Deniss, Hubert Tassell and Leonard Cock)",
,,,,,
Add Ms 255576,,"f131, v","12, 2, 30",Deputation of Havana factors (Wargent Nicholas & Hubert Tassell),
Add Ms 255576,,"f131, r","12, 2, 30",Deputation of Havana factors (Wargent Nicholas & Hubert Tassell),
Add Ms 255576,,"f132, v","12, 2, 30",Deputation of Havana factors (Wargent Nicholas & Hubert Tassell),
,,,,,
Add Ms 255576,,"f132, v","10, 3, 30","Sale of effects of Sr Theodore Janssen, former company director",
Add Ms 255576,,"f132, r","10, 3, 30","Sale of effects of Sr Theodore Janssen, former company director",
,,,,,
Add Ms 255576,,"f132, r","17, 3, 30",Conveyance of the Dutchess of Marlborough's estate,
Add Ms 255576,,"f133, v","17, 3, 30",Conveyance of the Dutchess of Marlborough's estate,
,,,,,
Add Ms 255576,,"f133, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
,,,,,
Add Ms 255576,,"f133, v","14, 4, 31","Revocation of powers of Dennis, Tassell & Cock to act as factors for whole of Cuba",
Add Ms 255576,,"f133, r","14, 4, 31","Revocation of powers of Dennis, Tassell & Cock to act as factors for whole of Cuba",
Add Ms 255576,,"f134, v","14, 4, 31","Revocation of powers of Dennis, Tassell & Cock to act as factors for whole of Cuba",
Add Ms 255576,,"f134, r","14, 4, 31","Revocation of powers of Dennis, Tassell & Cock to act as factors for whole of Cuba",
,,,,,
Add Ms 255576,,"f134, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f135, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f135, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f136, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f136, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f137, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f137, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f138, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f138, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f139, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f139, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f140, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f140, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f141, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f141, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f142, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f142, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f143, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f143, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f144, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f144, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f145, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f145, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f146, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f146, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f147, v","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
Add Ms 255576,,"f147, r","14, 4, 31",Appointment of Jonathan Dennis and Leonard Cock as agents at St Jago de Cuba factory,
,,,,,
Add Ms 255576,,"f147, r","14, 4, 31",Tariff of charges for sales of slaves at St Jago de Cuba factory,
Add Ms 255576,,"f148, v","14, 4, 31",Tariff of charges for sales of slaves at St Jago de Cuba factory,
,,,,,
Add Ms 255576,,"f148, v","14, 4, 31",Deputation of Jonathan Denniss & Leonard Cock as St Jago de Cuba factors,
Add Ms 255576,,"f148, r","14, 4, 31",Deputation of Jonathan Denniss & Leonard Cock as St Jago de Cuba factors,
Add Ms 255576,,"f149, v","14, 4, 31",Deputation of Jonathan Denniss & Leonard Cock as St Jago de Cuba factors,
Add Ms 255576,,"f149, r","14, 4, 31",Deputation of Jonathan Denniss & Leonard Cock as St Jago de Cuba factors,
,,,,,
Add Ms 255576,,"f149, r","12, 5, 31",Deputation of Consul Cayley to be the company's agent at Cadiz,
Add Ms 255576,,"f150, v","12, 5, 31",Deputation of Consul Cayley to be the company's agent at Cadiz,
Add Ms 255576,,"f150, r","12, 5, 31",Deputation of Consul Cayley to be the company's agent at Cadiz,
,,,,,
Add Ms 255576,,"f151, v","14, 5, 31",Bill of chancery vs Mr Crynes,
,,,,,
Add Ms 255576,,"f151, v","19, 5, 31",Notice of warning vs William Harvey and Sir William Chapman for quitting mansion house in Broadstreet,
Add Ms 255576,,"f151, r","19, 5, 31",Notice of warning vs William Harvey and Sir William Chapman for quitting mansion house in Broadstreet,
Add Ms 255576,,"f152, v","19, 5, 31",Notice of warning vs William Harvey and Sir William Chapman for quitting mansion house in Broadstreet,
Add Ms 255576,,"f152, r","19, 5, 31",Notice of warning vs William Harvey and Sir William Chapman for quitting mansion house in Broadstreet,
,,,,,
Add Ms 255576,,"f153, v","26, 5, 31",Lease (and release) of three properties,
,,,,,
Add Ms 255576,,"f153, v","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f153, r","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f154, v","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f154, r","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f155, v","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f155, r","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f156, v","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f156, r","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f157, v","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
Add Ms 255576,,"f157, r","2, 6, 31","Agreement with Jonathan Sisson, Barbados planter, regarding debts owed from sales of slaves to the Spanish Main",
,,,,,
Add Ms 255576,,"f157, r","30, 6, 31",Sake if estate to Viscount Bateman,
,,,,,
Add Ms 255576,,"f157, r","21, 7, 31",Sale of lands to Thomas Bates,
,,,,,
Add Ms 255576,,"f157, r","21, 7, 31",Release of Colonel Thomas Harrison of his note for £6000,
Add Ms 255576,,"f158, v","21, 7, 31",Release of Colonel Thomas Harrison of his note for £6000,
,,,,,
Add Ms 255576,,"f158, v","30, 7, 31","Bill of chancery vs James Seamer, Elizabeth Bucknale et al",
,,,,,
Add Ms 255576,,"f158, v","6, 8, 31",Lease & release with Robert Holford,
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31",Agreement with Robert Holford,
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31",Lease with William Arlidge,
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31",Release from lease for William Arlidge,
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31","Lease, release and agreement with Leighton House",
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31","Agreements with Johnson, Tinker, Echlin & Dundas (Panama & Portobelo factors)",
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31",Revocation of Panama & Portobelo factors powers,
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31","Deputation of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo facotrs",
,,,,,
Add Ms 255576,,"f158, r","6, 8, 31",Power of attorney for Panama & Portobelo factors,
,,,,,
Add Ms 255576,,"f159, v","6, 8, 31",Revocation of former Panama & Portobelo factors' deputation,
Add Ms 255576,,"f159, r","6, 8, 31",Revocation of former Panama & Portobelo factors' deputation,
,,,,,
Add Ms 255576,,"f159, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f160, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f160, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f161, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f161, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f162, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f163, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f163, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f164, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f164, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f165, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f165, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f166, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f166, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f167, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f167, r","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
Add Ms 255576,,"f168, v","6, 8, 31","Appointment of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo factors",
,,,,,
Add Ms 255576,,"f168, v","6, 8, 31",Tariff of charges for sales of slaves at Panama & Portobelo,
Add Ms 255576,,"f168, r","6, 8, 31",Tariff of charges for sales of slaves at Panama & Portobelo,
Add Ms 255576,,"f169, v","6, 8, 31",Tariff of charges for sales of slaves at Panama & Portobelo,
,,,,,
Add Ms 255576,,"f169, v","6, 8, 31","Deputation of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo facotrs",
Add Ms 255576,,"f169, r","6, 8, 31","Deputation of Johnson, Tinker, Echlin & Dundas as Panama & Portobelo facotrs",
,,,,,
Add Ms 255576,,"f169, r","6, 8, 31",Power of attorney for Panama & Portobelo factors,
Add Ms 255576,,"f170, v","6, 8, 31",Power of attorney for Panama & Portobelo factors,
Add Ms 255576,,"f170, r","6, 8, 31",Power of attorney for Panama & Portobelo factors,
,,,,,
Add Ms 255576,,"f171, v","20, 10, 31",Lease to Henry Topping,
,,,,,
Add Ms 255576,,"f171, v","19, 11, 31",Bill of chancery vs Phoebe Winter et al,
,,,,,
Add Ms 255576,,"f171, v","11, 2, 31","Instrument of presentation of the living of Wickhampton, Norfolk",
,,,,,
Add Ms 255576,,"f171, v","18, 2, 31",Bill of chancery vs Messrs Dolliffe & Cleland,
,,,,,
Add Ms 255576,,"f171, r","3, 3, 31",Licenses for carrying slaves from Jamaica to Spanish American factories,
,,,,,
Add Ms 255576,,"f171, r","15, 3, 31","Assignment of mortgage for Manor of Southall in Raynham, Essex",
,,,,,
