Shelfmark,UV URL,Page Label,Date,Type,VID
Add_Ms_25577,,"f116, v","13, 6, 35",Shipping of slaves on the Hiscox,76354
,,,,,
Add_Ms_25577,,"f116, v","13, 6, 35",Special certificate for the Hiscox to introduce provisions to Buenos Aires,76354
Add_Ms_25577,,"116, r","13, 6, 35",Special certificate for the Hiscox to introduce provisions to Buenos Aires,76354
Add_Ms_25577,,"f117, v","13, 6, 35",Special certificate for the Hiscox to introduce provisions to Buenos Aires,76354
Add_Ms_25577,,"f117, r","13, 6, 35",Special certificate for the Hiscox to introduce provisions to Buenos Aires,76354
,,,,,
Add_Ms_25577,,"f117, r","20, 6, 35","Bill of chancery vs sewers for Dagenham Level, Essex",
,,,,,
Add_Ms_25577,,"f117, r","27, 6, 35",Bill of complaint vs William Harrison,
,,,,,
Add_Ms_25577,,"f117, r","27, 6, 35","Sale to Francis Travers of land at Milton, Dorset",
,,,,,
Add_Ms_25577,,"f117, r","10, 7, 35","Special certificate for vessel carrying Leonard Cocke, his clerk and servant, to St Jago de Cuba",
,,,,,
Add_Ms_25577,,"f117, r","10, 7, 35",Recovation of powers of Messrs Dennis & Cocke (late St Jago de Cuba factors),
,,,,,
Add_Ms_25577,,"f118, v","10, 7, 35",Appointment and Deputation for Leonard Cocke as factor at St Jago de Cuba,
,,,,,
Add_Ms_25577,,"f118, v","23, 7, 35",Licenses for vessels carrying slaves from Jamaica to Spanish Americas,
,,,,,
Add_Ms_25577,,"f118, v","23, 7, 35",Special certificate for introducing slaves to Campechy,
,,,,,
Add_Ms_25577,,"f118, v","23, 7, 35",Passes for ships carrying slaves to Campechy,
Add_Ms_25577,,"f118, r","23, 7, 35",Passes for ships carrying slaves to Campechy,
,,,,,
Add_Ms_25577,,"f118, r","23, 7, 35",Special certificate for introducing slaves to Campechy,
Add_Ms_25577,,"f119, v","23, 7, 35",Special certificate for introducing slaves to Campechy,
Add_Ms_25577,,"f119, r","23, 7, 35",Special certificate for introducing slaves to Campechy,
Add_Ms_25577,,"f120, v","23, 7, 35",Special certificate for introducing slaves to Campechy,
,,,,,
Add_Ms_25577,,"f120, v","23, 7, 35",Passes for ships carrying slaves to Campechy,
,,,,,
Add_Ms_25577,,"f120, v","29, 7, 35",Pass for ship carrying slaves to Campechy,
,,,,,
Add_Ms_25577,,"f120, r","29, 7, 35",Surrender of copyhold estate to Clear Talbot,
,,,,,
Add_Ms_25577,,"f120, r","29, 7, 35","Sale to Peter de la Port of properties in St Lawrence Poultney Lane, London",
,,,,,
Add_Ms_25577,,"f120, r","29, 7, 35",Sale to William Kesterman of two farms in Essex,
,,,,,
Add_Ms_25577,,"f120, r","8, 8, 35",Sale of lands at Wimbledon to Sir Richard Hopkins,
,,,,,
Add_Ms_25577,,"f120, r","8, 8, 35",Lease of lands at Wimbledon,
,,,,,
Add_Ms_25577,,"f120, r","8, 8, 35",Empowerment of John Read to prove a debt due from Ascanius Christopher Lockman,
,,,,,
Add_Ms_25577,,"f121, v","8, 8, 35",Bill of chancery vs John Dive,
,,,,,
Add_Ms_25577,,"f121, v","28, 11, 35",Assignment of mortgage for James Wright,
,,,,,
Add_Ms_25577,,"f121, v","28, 11, 35",Assignment to James Wright,
,,,,,
Add_Ms_25577,,"f121, v","28, 11, 35",Lease to Edward Hussey of a house in Fleet Street,
,,,,,
Add_Ms_25577,,"f121, v","3, 12, 35",Sale of the Asiento to Captain George Hamilton,
Add_Ms_25577,,"f121, r","3, 12, 35",Sale of the Asiento to Captain George Hamilton,
Add_Ms_25577,,"f122, v","3, 12, 35",Sale of the Asiento to Captain George Hamilton,
,,,,,
Add_Ms_25577,,"f122, r","19, 12, 35",Lease to Edward Littleton of a house and shop in Fleet Street,
,,,,,
Add_Ms_25577,,"f122, r","19, 12, 35",Lease to Charles Meredith of a house in Fleet Street,
,,,,,
Add_Ms_25577,,"f122, r","19, 12, 35",Assignment to James Wright for securing £3000,
,,,,,
Add_Ms_25577,,"f122, r","24, 12, 35",Revocation of powers of Thomas Butcher,
,,,,,
Add_Ms_25577,,"f122, r","24, 12, 35",Deputation of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f122, r","24, 12, 35",Empowerment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f122, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f123, v","24, 12, 35","Arbitration bond vs Hugh Raymond, Henry Neale, & Capt John Penkethman, owners of the Rudge",78274
,,,,,
Add_Ms_25577,,"f123, v","24, 12, 35",Revocation of powers of Thomas Butcher,
Add_Ms_25577,,"f123, r","24, 12, 35",Revocation of powers of Thomas Butcher,
,,,,,
Add_Ms_25577,,"f123, r","24, 12, 35",Deputation of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f124, v","24, 12, 35",Deputation of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f124, r","24, 12, 35",Empowerment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f125, v","24, 12, 35",Empowerment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f125, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f126, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f126, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f127, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f127, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f128, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f128, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f129, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f129, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f130, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f130, r","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
Add_Ms_25577,,"f131, v","24, 12, 35",Appointment of William Patton & Thomas Butcher as factors for Caracas and Windward Coast,
,,,,,
Add_Ms_25577,,"f131, r","24, 12, 35",Tariff of charges on sales of slaves at Caracas,
,,,,,
Add_Ms_25577,,"f132, v","24, 12, 35","Arbitration bond vs Hugh Raymond, Henry Neale, & Capt John Penkethman, owners of the Rudge",78274
Add_Ms_25577,,"f132, r","24, 12, 35","Arbitration bond vs Hugh Raymond, Henry Neale, & Capt John Penkethman, owners of the Rudge",
,,,,,
Add_Ms_25577,,"f133, v","9, 1, 35",Deputation of John Mereweter and Edward Manning as Jamaican factors,
,,,,,
Add_Ms_25577,,"f133, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
,,,,,
Add_Ms_25577,,"f133, v","9, 1, 35",Deputation of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f133, r","9, 1, 35",Deputation of John Mereweter and Edward Manning as Jamaican factors,
,,,,,
Add_Ms_25577,,"f134, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f134, r","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f135, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f135, r","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f136, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f136, r","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f137, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f137, r","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f138, v","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
Add_Ms_25577,,"f138, r","9, 1, 35",Appointment of John Mereweter and Edward Manning as Jamaican factors,
,,,,,
Add_Ms_25577,,"f139, v","26, 1, 35",Assigment of Old East India stock,
