Shelfmark,UV URL,Page Label,Date,Type,VID
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, v","1,2,17",Freight of slaves on the Crown,75305
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, v","1,2,17",Shipping of goods on the Ormond to Africa,76513
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, v","1,8,17",Freight of slaves on the Arrabella,77052
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, v","1,8,17",Arbitration on the Windsor,76320
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, r","1,14,17",Freight of slaves on the Ormond,76513
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f48, r","1,15,17",Proforma licenses for trading slaves via asiento,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f49, v","1,15,17",Proforma licenses for trading slaves via asiento,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f49, v","1,15,17","Proforma licenses for trading slaves ""without liberty of transporting the fruits of the country"" via asiento",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f49, r","1,15,17","Proforma licenses for trading slaves ""without liberty of transporting the fruits of the country"" via asiento",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f50, v","1,15,17","Proforma licenses for trading slaves ""without liberty of transporting the fruits of the country"" via asiento",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f50, v","1,15,17",Empowering of Dudley Woodbridge to issue out the proforma licenses,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f50, r","1,15,17",Empowering of Dudley Woodbridge to issue out the proforma licenses,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f50, r","1,15,17","Empowering of Dudley Woodbridge to ""set on foot an Indulso""",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, v","1,15,17","Empowering of Dudley Woodbridge to ""set on foot an Indulso""",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, r","1,15,17","Empowering of Dudley Woodbridge to ""set on foot an Indulso""",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, r","1,15,17",Proforma passes to ships and sloops employed by Dudley Woodbridge,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, r","1,23,17",Freight of slaves on the Jane,76512
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, r","2,25,17",Shipping of goods on the Wright to Africa,76517
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f51, r","2,26,17",Freight of 200 slaves on the London from Jamaica to Spanish WI,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, v","2,26,17",Freight of 200 slaves on the London from Jamaica to Spanish WI,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, v","2,26,17",Articles employing Mr Garrard and Mr Meriam as writers at Havana and Buenos Aires factories,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, r","3,4,17",Issuing of bonds ,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, r","3,8,17",Freight of slaves on the Wright,76517
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, r","3,8,17",Chancery bill against the SSC,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, r","3,11,17",Issuing of bonds ,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f52, r","3,21,17",Shipping of goods on the Pearl; Rebecca; and Aurora,75960; 76514; 25661
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, v","3,27,18",Freight of slaves on the Pearl,75960
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, v","3,27,18",Appointment of Mr Nicholson as 2nd factor at Havana factor,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, v","5,6,18",Freight of slaves on the Rebecca,76514
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, v","5,14,18",Freight of slaves on the Anne,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, v"," 6,12,18",Shipping of goods on the James to Africa,76510
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, r"," 6,12,18",Shipping of goods on the James to Africa,76510
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f53, r"," 6,12,18",Freight on the Herbert to the Canaries and Spanish West Indies,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, v"," 6,12,18",Freight on the Herbert to the Canaries and Spanish West Indies,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, v","6,20,18",Shipping of goods on the Scipio to Africa,76518
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, v"," 6,27,18",Shipping of goods on the Asiento to Africa,75623
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, r","7,4,18",Freight of slaves on the Bumper ,75213
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, r","7,4,18",Freight of slaves on the Scipio ,76518
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, r","7,4,18",Freight of slaves on the Asiento ,76523
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f54, r","7,4,18",Shipping of goods on the John & Samuel to Africa,76522
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f55, v","10,12,20",Increase of the companys interests on exchequer bills,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f55, r","10,12,20",Increase of the companys interests on exchequer bills,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f56, v","10,12,20",Increase of the companys interests on exchequer bills,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f56, r","10,12,20",Increase of the companys interests on exchequer bills,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f56, r","6,4,20",Loan of £1m to the company from the exchequer,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f57, v","6,4,20",Loan of £1m to the company from the exchequer,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f57, r","6,4,20",Loan of £1m to the company from the exchequer,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f58, v","6,4,20",Loan of £1m to the company from the exchequer,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f58, r","6,4,20",Loan of £1m to the company from the exchequer,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f58, r","7,23,18",Freight of slaves on the John & Samuel ,76522
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f58, r","2,7,18",Shipping of goods on various goods (some of them slavers),
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v","4,7,19",Shipping of linen on the Royal George,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v","7,3,18",Bill of chancery against the company vs John Tushingham,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v","11,10,19",Bill of chancery against the company vs Sarah Goodwin,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v","2,27,19","Bill of complaint against the company vs Ann Sikes, widow of Robert Sikes, 
captain of the Hanover Gally; plus another bill vs John Marke for the same ship",76588
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v","6,2,20",Bill of chancery against the company vs Edward Fleet regarding ship Thomas & Deborah ,76248
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, v"," 10,19,20","Bill of complaint against the company vs John Elford, or Plymouth",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f59, r",n/d,"Blank page/ ""continued over leaf""",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f60, v",n/d,Blank page,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f60, r","3,24,20",Empowering Mr De Gols to recive money paied to the company by the exchequer,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, v","3,24,20",Empowering Mr De Gols to recive money paied to the company by the exchequer,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, v","3,24,20","Bill of chancery against the company vs James & 
William Metcalfe re: subscription made by Mary Metcalfe",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, r"," 4,26,21",Bill of chancery against the company vs Robert Walker,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, r","6,2,21",Bill of chancery against the company vs Captain William Matthews of the George,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, r","7,28,21",Bill of chancery against the company vs Peter Cocke et al,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, r","8,16,21",Shipping of goods on the Royal George (annual ship),
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f61, r"," 9,13,21",Arbitration bond vs John Hide of London,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f62, v","9,29,21",Certificate for the Royal George (annual ship),
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f62, r","9,29,21",Certificate for the Royal George (annual ship),
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f63, v","9,29,21",Appointment of factors at Vera Cruz,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f63, r","9,29,21",Appointment of factors at Porto Bello,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f64, v","9,29,21",Appointment of factors at Cartaghena,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f64, r","9,29,21",Appointment of factors at Havana,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f65, v","9,29,21",Dismissal of William Clarke and David Patten from the Vera Cruz factory,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f65, r","9,29,21",Dismissal of Richard Farril from Havana factory,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f66, v","9,29,21",Appointment of Francis Stratford as the company's agent at Madrid,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f66,r","9,29,21","Indentures for factors at Havana, Cartagena, Panama, Portobelo and Vera Cruz factories",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f67, v","10,28,21",Contract with Bank of England for £3.775m of company stock,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f67, r","10,28,21",Contract with Bank of England for £3.775m of company stock,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f67, r","9, 20",Contract with Bank of England to circulate company bonds,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f68, v","9, 20",Contract with Bank of England to circulate company bonds,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f68, r","11,9,21",Appointment of Messrs Nathaniel Herne & Samuel Pitt as the company's agents at Cadiz,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f69, v","11,9,21",Appointment of Messrs Nathaniel Herne & Samuel Pitt as the company's agents at Cadiz,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f69, r","11,9,21",Appointment of Messrs Nathaniel Herne & Samuel Pitt as the company's agents at Cadiz,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f69, r","12,23,21",Certification for the Asiento sloop to be used by the company to transport goods and slaves,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, v","12,23,21",Certification for the Asiento sloop to be used by the company to transport goods and slaves,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, v","12,23,21",Spanish certification for the Asiento sloop to be used by the company to transport goods and slaves,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, r","12,23,21",Spanish certification for the Asiento sloop to be used by the company to transport goods and slaves,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, v","12,23,21",Company's claim on the estates of former directors,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, v","1,17,21",Order of court re: Capt Hyde of the Herbert,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f70, v","2,14,21",Appointment of John Bennet as the company's agent in Barbados,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f71, r","2,14,21",Appointment of John Bennet as the company's agent in Barbados,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f72, v","2,13,21","Empowerment of John Bennet to sue John Sisson on the
 company's behalf for illegal trading of slaves into the Spanish West Indies",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f72, r","2,13,21","Empowerment of John Bennet to sue John Sisson on the 
company's behalf for illegal trading of slaves into the Spanish West Indies",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f72, r","2,13,21","Granting of benefit of restitution to individuals in Barbados who were 
granted licences for trading slaves into the Spanish West Indies by Dudley Woodbridge",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f73, v","2,13,21","Granting of benefit of restitution to individuals in Barbados who were 
granted licences for trading slaves into the Spanish West Indies by Dudley Woodbridge",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f73, r","2,13,21","Granting of benefit of restitution to individuals in Barbados who were 
granted licences for trading slaves into the Spanish West Indies by Dudley Woodbridge",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f74, v","2,13,21","Granting of benefit of restitution to individuals in Barbados who were 
granted licences for trading slaves into the Spanish West Indies by Dudley Woodbridge",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f74, r","2,23,21",Bill of complaint vs John Mills et al,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f74, r","3,7,21",Spanish passes for vessels to carry slaves as part of the asiento,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f75, v","3,15,21",Bill of chancery vs Walsh et al,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f75, r","3,22,21",Contract with the Royal African Company to supply 3000 slaves to Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f76, v","3,22,21",Contract with the Royal African Company to supply 3000 slaves to Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f76, r","3,22,21",Contract with the Royal African Company to supply 3000 slaves to Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f77, v","3,22,21",Contract with the Royal African Company to supply 3000 slaves to Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f77, r","3,22,21",Contract with the Royal African Company to supply 3000 slaves to Jamaica,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f77, r","3,29,22",Shipping of slaves on the Asiento ,75098
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v","4,26,22",Bill of chancery vs Samuel Sheafe,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v","5,24,22",Bill of chancery vs Percival Lewis,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v"," 5,30,22",Shipping of goods on the King William to Africa,75736
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v","5,31,22",Shipping of slaves on the King William,75736
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v"," 6,28,22","Bill of chancery vs Norton Short, Elizabeth Short and David De Neufville",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, v","7,20,22",Certification of the sloop Prince of Asutrias to carry slaves & provisions for the company,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f78, r","7,20,22",Certification of the sloop Prince of Asutrias to carry slaves & provisions for the company,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f79, v","7,25,22",Shipping of goods on the Royal Prince to the Spanish West Indies,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f79, v"," 9,19,22",Appointment of Richard Rigby & Edward Pratter as the company's agents at Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f79, r"," 9,19,22",Appointment of Richard Rigby & Edward Pratter as the company's agents at Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f80, v"," 9,19,22",Appointment of Richard Rigby & Edward Pratter as the company's agents at Jamaica,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f80, r"," 9,19,22",Appointment of Richard Rigby & Edward Pratter as the company's agents at Jamaica,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f81, v","9,13,22",Deputation of Rigby & Pratter as company's agents at Jamaica,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f81, r","9,26,22",Certification of the sloop Don Carlos to be used for the asiento,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f81, r","10,3,22",Appointment of Thomas Withers and William Mackeleur as the company's attornies at Barbados,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f82, v","10,3,22",Appointment of Thomas Withers and William Mackeleur as the company's attornies at Barbados,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f82, v","10,3,22","Empowerment of Withers & Mackeleur to sue 
Jonathan Sisson for illicitly introducing slaves to the Spanish Americas",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f82, r","10,3,22","Empowerment of Withers & Mackeleur to sue 
Jonathan Sisson for illicitly introducing slaves to the Spanish Americas",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f83, v","10,3,22",Revocation of John Bennet's power to sue Dudley Woodbridge,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f83, r","10,3,22",Revocation of John Bennet's power to sue Dudley Woodbridge,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f83, r","10,3,22",Revocation of John Bennet's power to sue Jonathan Sisson,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f84, v","10,3,22",Revocation of John Bennet's power to sue Jonathan Sisson,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f84, r","10,5,22",Restitution for Barbadian merchants who traded slaves under licenses issued by Dudley Woodbridge,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f85, v","10,5,22",Restitution for Barbadian merchants who traded slaves under licenses issued by Dudley Woodbridge ,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f85, r","10,5,22",Restitution for Barbadian merchants who traded slaves under licenses issued by Dudley Woodbridge ,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f86, v","10,5,22",Restitution for Barbadian merchants who traded slaves under licenses issued by Dudley Woodbridge ,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f86, r","11,7,22",Dismissal of Mr John Thruppe from factory at Buenos Aires,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f87, v","11,7,22",Appointment of agents at the Buenos Aires factory,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f87, r"," 10,5,22",Certification of the sloop St Quintin to be used for the asiento,76207
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, v"," 10,5,22",Shipping of slaves on the St Quintin,76207
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, v","10,23,22",Contract with the Bank of England to buy £200k p.a. of the company's fund,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, v","11,21,22","Agreement with Robert Cross, president of the Buenos Aires factory",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, v","11,21,22",Shipping of goods on the Tendring from Buenos Aires to London,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, v","11,21,22",Certification of the Tendring to be used for the asiento,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f88, r","11,21,22",Certification of the Tendring to be used for the asiento,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","12,12,22",Bill of chancery vs Isaac Fernandes Nunes,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","2,14,23",Bill of chancery vs John Houghton et al,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","2,14,23",Shipping of 400 slaves on the Carteret (RAC ship),75240
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","2,14,23","Agreement with Jonathan Demiss, chief of the Panama and Portobello factories",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","2,14,23","Agreement with William Bulpen, seventh factor at the Panama & Portobello factories",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","3,6,23","Bill of chancery vs Hannah Welsh, Mary Welsh & Sarah Welsh; and another vs Richard Holditch",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v"," 3,20,23",Bill of chancery vs Mr Ferguson,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, v","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f89, r","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f90, v","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f90, r","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f91, v","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f91, r","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f92, v","3,20,22",Shipping of 400 slaves on the Carteret ,75240
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f92, r","3,20,22",Shipping of 400 slaves on the Carteret ,75240
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f93, v"," 2,14,23",Deputation for the officers at the Panama & Portobello factories,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f93, r","5,2,23",Empowerment of the super cargoes on the Royal Prince annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f94, v","5,2,23",Empowerment of the super cargoes on the Royal Prince annual ship,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f94, v","5,2,23",Certficate for the Royal Prince annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f94, r","5,2,23",Certficate for the Royal Prince annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f94, r","5,2,23",Certficate for the Royal Prince annual ship,
,,,,,
