id	place	value	longitude	latitude	show_on_main_map	show_on_voyage_map	region_id
182	Mediterranean, port unspecified	11699	0.0000000	0.0000000	0	0	72
1981	Switzerland	11798	8.2275120	46.8181880	1	1	106
930	Latvia, port unspecified	11799	21.5647070	57.3937220	1	1	95
1522	Cephalonia	11898	20.5692179	38.1753675	1	1	104
1496	Gda?sk	11901	18.6466384	54.3520252	1	1	106
1984	Ko?obrzeg	11902	15.5832667	54.1759173	1	1	106
1985	Szczecin	11903	14.5528116	53.4285438	1	1	106
1986	Szczecin (stettin)	11904	14.5528116	53.4285438	1	1	104
1987	Ustka	11905	16.8618910	54.5805607	1	1	104
183	Bristol (RI)	20101	-71.2667000	41.6769000	1	1	7
184	Little Compton	20102	0.0000000	0.0000000	0	0	7
185	Newport	20103	-71.3133000	41.4900000	1	1	7
186	North Kingston	20104	-71.4679600	41.5540100	0	1	7
187	Providence	20105	-71.4133000	41.8239000	1	1	7
188	Tiverton	20106	0.0000000	0.0000000	0	0	7
189	Warren	20107	-71.2831000	41.7303000	1	1	7
924	Warwick, RI	20108	-71.4161671	41.7001009	1	1	7
1002	Westerley	20109	-71.8273000	41.3776000	0	1	7
1484	Barrington	20110	-88.1361888	42.1539141	1	1	7
1995	Chopmist	20111	-71.6192964	41.7964119	1	1	7
1996	Narragansett	20112	-71.4495030	41.4500844	1	1	7
1997	Smithfield	20113	-71.5494212	41.9231781	1	1	7
1998	Cranston	20114	-71.4372796	41.7798226	1	1	7
619	Rhode Island, port unspecified	20199	-71.3100000	41.4900000	0	1	7
190	Bath	20201	0.0000000	0.0000000	0	0	73
191	Berwick	20202	0.0000000	0.0000000	0	0	73
192	Biddeford	20203	0.0000000	0.0000000	0	0	73
193	Calais (Maine)	20204	0.0000000	0.0000000	0	0	73
194	Camden	20205	0.0000000	0.0000000	0	0	73
2146	Troy	20206	-69.2416600	44.6648400	1	1	73
195	Freeport	20207	0.0000000	0.0000000	0	0	73
196	Portland	20208	-70.2566500	43.6591700	0	1	73
197	Prospect	20209	0.0000000	0.0000000	0	0	73
198	Richmond	20210	0.0000000	0.0000000	0	0	73
199	Robbinston	20211	0.0000000	0.0000000	0	0	73
200	Rockland	20212	0.0000000	0.0000000	0	0	73
201	Sheepscutt River	20213	-69.6884000	43.9050900	1	0	73
202	Wiscasset	20214	0.0000000	0.0000000	0	0	73
923	Kittery Point	20215	-70.7078300	43.0834220	1	1	73
879	Orrington	20216	-68.7904630	44.7202100	1	1	73
880	Penobscot	20217	-68.7111390	44.4645200	1	1	73
995	Thomaston	20218	-69.1817000	44.0790000	0	1	73
996	Gardiner	20219	-69.7753000	44.2300000	0	1	73
997	Bangor	20220	-68.7712000	44.8016000	0	1	73
1000	St. George	20221	-69.1989000	44.0165000	0	1	73
1005	Falmouth	20222	NULL	43.7435000	0	1	73
1285	Nesterbury	20223	NULL	NULL	0	0	73
1003	Hampden	20224	-68.8370000	44.7445000	0	1	73
1008	Hallowell	20225	-69.7909000	44.2859000	0	1	73
1007	Nobleborough	20226	-69.4852000	44.0796000	0	1	73
1006	Brewer	20227	-68.7614000	44.7967000	0	1	73
839	Maine, port unspecified	20299	0.0000000	0.0000000	0	0	73
203	Piscataqua	20301	-70.7933300	43.1005600	1	1	41
204	Portsmouth (NH)	20302	-70.7631000	43.0717000	1	1	41
796	North Hampton	20303	-70.7780500	42.9571800	0	0	41
205	New Hampshire, port unspecified	20399	-70.7631000	43.0717000	0	1	41
206	Massachusetts Bay	20401	-70.5053700	41.7742200	1	0	8
207	Amesbury	20402	-70.9305600	42.8583300	1	0	8
208	Arundel	20403	0.0000000	0.0000000	0	0	8
209	Boston	20404	-71.0594700	42.3616600	1	1	8
210	Chatham	20405	0.0000000	0.0000000	0	0	8
211	Cohasset	20406	0.0000000	0.0000000	0	0	8
212	Dighton	20407	-71.1208300	41.8138900	1	0	8
213	Duxbury	20408	-70.6727800	42.0416700	1	0	8
214	Freetown (Mass.)	20409	0.0000000	0.0000000	0	0	8
215	Georgetown	20410	-70.9913450	42.7246525	1	1	8
216	Hingham	20411	0.0000000	0.0000000	0	0	8
217	Kingston (Mass.)	20412	0.0000000	0.0000000	0	0	8
218	Marblehead	20413	-70.8565900	42.5031700	0	1	8
219	Marshfield	20414	0.0000000	0.0000000	0	0	8
220	New Bedford	20415	-70.9308200	41.6376800	0	1	8
221	Newbury	20416	-70.8778000	42.8125000	1	1	8
222	Salem	20417	-70.8972000	42.5194000	1	1	8
223	Salisbury	20418	0.0000000	0.0000000	0	0	8
224	Salfatudas	20419	0.0000000	0.0000000	0	0	8
225	Scituate	20420	0.0000000	0.0000000	0	0	8
226	Swansea	20421	-71.1902800	41.7480600	1	0	8
227	Weymouth	20422	0.0000000	0.0000000	0	0	8
228	Charlestown	20423	-71.0600000	42.3778000	0	1	8
832	Newburyport	20424	-70.8666670	42.8000000	0	1	8
881	Nantucket	20425	-70.0994590	41.2834704	1	1	8
858	Plymouth	20426	-70.6672621	41.9584457	1	1	8
926	Dartmouth	20427	-70.9704787	41.6130323	1	1	8
944	Somerset	20428	-71.1286194	41.7695425	1	1	8
999	Sandwich	20429	-70.4939000	41.7590000	0	1	8
1504	Braintree, MA	20430	-71.0040013	42.2079017	1	1	8
2006	Medford	20431	-71.1061639	42.4184296	1	1	8
2007	Rochester. MA	20432	-70.8473133	41.7538397	1	1	8
2008	Swansea, MA	20433	-71.2054117	41.7297396	1	1	8
2009	Taunton	20434	-71.0897674	41.9001010	1	1	8
2010	Cambridge, MA	20435	-71.1097335	42.3736158	1	1	8
1805	Dedham	20436	-71.1676536	42.2436085	1	1	8
229	Massachusetts, port unspecified	20499	-71.0594700	42.3616600	0	1	8
230	Bridgeport	20501	0.0000000	0.0000000	0	0	9
231	Guildford	20502	0.0000000	0.0000000	0	0	9
232	Haddam	20503	0.0000000	0.0000000	0	0	9
233	New Haven	20504	-72.9300000	41.3081000	0	1	9
234	New London	20505	-72.1000000	41.3556000	1	1	9
235	Middletown	20506	-72.6498100	41.5626900	0	1	9
236	Hartford	20507	0.0000000	0.0000000	0	0	9
882	Fairfield	20508	-73.2612610	41.1408363	1	1	9
883	Killingworth	20509	-72.5645600	41.3581870	1	1	9
884	Weathersfield	20510	0.0001235	0.0001235	1	1	9
998	Seabrook	20511	-72.3845000	41.2960000	0	1	9
1004	Mystic	20512	-71.9665000	41.3543000	0	1	9
2123	Glastonbury	20514	-72.5450700	41.6861700	1	1	9
237	Connecticut, port unspecified	20599	0.0000000	0.0000000	0	0	9
238	Brookhaven	20601	0.0000000	0.0000000	0	0	10
239	Long Island	20602	0.0000000	0.0000000	0	0	10
240	Sag Harbor	20603	0.0000000	0.0000000	0	0	10
2014	Fort Orange	20604	-73.7500394	42.6478508	1	1	10
2015	New Rochelle	20605	-73.7823549	40.9114882	1	1	10
1639	Rochdale, Queens, NY	20606	-2.1582742	53.6102174	1	1	10
725	New York	20699	-74.0070800	40.7145800	1	1	10
885	Wilmington	20701	-75.5397878	39.7390721	1	1	74
241	Delaware, port unspecified	20799	0.0000000	0.0000000	0	0	74
242	Delaware River	20801	-75.5197200	39.4202800	0	1	42
243	Eastern New Jersey	20802	-74.4264300	39.3627600	0	1	42
244	Milwell	20803	0.0000000	0.0000000	0	0	42
245	Perth Amboy	20804	-74.2657700	40.5064500	0	1	42
246	Wharton	20805	0.0000000	0.0000000	0	0	42
886	Burlington	20806	0.0001235	0.0001235	1	1	42
887	Newark	20807	-74.1723667	40.7356570	1	1	42
859	Cohanzie	20808	-75.2981210	39.4911690	1	1	42
247	New Jersey, port unspecified	20899	0.0000000	0.0000000	0	0	42
248	Marcus Hook	20901	0.0000000	0.0000000	0	0	43
249	Philadelphia	20902	-75.1642000	39.9522000	1	1	43
2133	Pittsburgh	20903	-79.9958800	40.4406200	1	1	43
250	Pennsylvania, port unspecified	20999	0.0000000	0.0000000	0	0	43
251	Annapolis	21001	-76.4852400	38.9498900	1	1	44
252	Baltimore	21002	-76.6125000	39.2903000	1	1	44
253	North Potomac	21003	-77.0272100	38.8521600	1	1	44
611	Oxford	21004	-76.2000000	38.7000000	1	1	44
254	Pamunkey	21005	-77.2044400	37.6691700	1	0	44
255	Patuxent	21006	-76.4512300	38.3089700	1	1	44
256	Talbot County	21007	0.0000000	0.0000000	0	0	44
257	Wye River	21008	-76.1800000	38.8582500	0	1	44
888	Cecil County	21009	-75.9463240	39.5739400	1	1	44
889	Choptank	21010	-76.3266150	38.6345640	1	1	44
890	Pocomoke	21011	-76.4074560	39.3510020	1	1	44
891	St. Mary's River	21012	-76.5398160	38.2499790	1	1	44
925	Londontowne	21013	-76.5580160	38.9357500	1	1	44
1049	Anne Arundel County	21014	-76.5488000	76.5488000	0	1	44
1283	Warwick	21015	NULL	NULL	0	1	44
1051	Kent County	21016	-76.1320000	39.2714000	0	1	44
1052	Calvert County	21017	-76.5026000	38.4950000	0	1	44
1053	Charles County	21018	-77.1025000	38.5222000	0	1	44
1054	Somerset County	21019	-75.8534000	38.0860000	0	1	44
1055	Frederick County	21020	-77.4702000	39.3845000	0	1	44
1056	Cambridge County	21021	-76.0788000	38.5632000	0	1	44
1057	Dorchester County	21022	-76.1784000	38.4153000	0	1	44
1058	St. Mary's County	21023	-76.3637000	38.1060000	0	1	44
1059	Snow Hill	21024	-75.3927000	38.1771000	0	1	44
1060	Port of Tobacco	21025	-77.0188000	38.5114000	0	1	44
1062	Eastern Shore	21027	-75.6848000	38.2102000	0	1	44
1463	Hollywood	21028	-76.5402260	38.3760970	1	1	44
2339	Nanjemoy	21029	38.4559000	-77.2643440	1	1	44
2340	Lower Cedar Point	21030	38.3430400	-76.9766000	1	1	44
2341	Nottingham	21031	-76.4108100	39.3841500	1	1	44
258	Maryland, port unspecified	21099	-76.4512300	38.3089700	0	1	44
259	Elizabeth River	21101	-76.3563700	36.9346900	1	0	45
260	Hampton	21102	-76.3456000	37.0297000	1	1	45
261	Lower James River	21103	-76.3829200	36.9500200	1	1	45
262	Norfolk	21104	-76.1932500	36.9329500	1	1	45
263	Northampton County	21105	0.0000000	0.0000000	0	0	45
264	Potomac river	21106	-76.2700000	37.9187300	0	1	45
265	Rappahannock	21107	-76.3881300	37.5982600	1	1	45
266	South Potomac	21108	-76.5207700	38.1039400	1	1	45
267	Upper James River	21109	-77.3806500	37.3972700	1	1	45
268	Williamsburg	21110	0.0000000	0.0000000	0	0	45
269	York River	21111	-76.4537600	37.2268000	1	1	45
270	Vatt (location undetermined)	21112	0.0000000	0.0000000	0	0	45
892	Accomac	21113	-75.6654840	37.7195740	1	1	45
893	Urbanna	21114	-76.5743980	37.6376400	1	1	45
945	Richmond (VA)	21115	-77.4360000	37.5407000	1	1	45
946	Hampton Roads	21116	-76.2971490	37.0480300	1	1	45
993	Alexandria	21117	-77.0469000	38.8048000	1	1	45
992	Petersburg	21118	-77.4019000	37.2279000	0	1	45
1063	Cumberland County	21119	-78.2460000	37.5175000	0	1	45
1065	Sussex County	21121	-77.2405000	36.9058000	0	1	45
1066	Eastern Shore	21122	75.8230000	37.5398000	0	1	45
1067	Elizabeth	21123	-81.3951000	39.0634000	0	1	45
1068	Buckingham	21124	-78.5545000	37.5518000	0	1	45
1069	Prince William County	21125	-77.6078000	38.7839000	0	1	45
1071	Lynchburg	21127	-79.1422000	37.4138000	0	1	45
1072	Gloucester County	21128	-76.5266000	37.4099000	0	1	45
1073	Leesburg	21129	-77.5630000	39.1157000	0	1	45
1074	Portsmouth	21130	-76.2983000	36.8354000	0	1	45
1075	Greensville County	21131	-77.6078000	36.6057000	0	1	45
1076	Halifax	21132	-78.9283000	36.7660000	0	1	45
1077	Essex County	21133	-76.9643000	37.9672000	0	1	45
1078	Hardy County	21134	-78.9288000	39.0416000	0	1	45
1079	Putnam County	21135	-81.9098000	38.4992000	0	1	45
1080	York County	21136	-76.3690000	37.2104000	0	1	45
1081	New Virginia	21137	NULL	NULL	0	1	45
1082	Mathews	21138	-76.3207000	37.4370000	0	1	45
1083	Jefferson County	21139	-77.8825000	39.3060000	0	1	45
1084	Kempsville	21140	-76.1602000	38.8268000	0	1	45
1085	Princess Anne	21141	-76.0541000	36.7508000	0	1	45
1086	Warwick County	21142	-77.4228000	37.4590000	0	1	45
1087	Yorktown	21143	-76.5097000	37.2388000	0	1	45
1216	Culpeper	21144	-77.9961000	38.4733000	0	1	45
1217	Dinwiddie County	21145	-77.5360000	37.0769000	0	1	45
1218	Albemarle County	21146	-78.6115000	38.0567000	0	1	45
2020	Jamestown	21147	-76.7752102	37.2116383	1	1	45
2148	Bermuda Hundred	21148	-77.2713700	37.3415400	1	1	45
2338	Georgetown	21149	-77.0296470	38.9096440	1	1	45
2342	Osborne's Landing	21150	-77.3806500	37.3972700	1	1	45
271	Virginia, port unspecified	21199	-76.4537600	37.2268000	0	1	45
272	Bertie County	21201	0.0000000	0.0000000	0	0	46
273	Chowan river	21202	-76.7061800	36.2428500	1	0	46
894	New Bern	21203	-77.0441143	35.1084930	1	1	46
274	Hyde County	21204	0.0000000	0.0000000	0	0	46
275	Roanoke	21205	-75.6495000	35.8836800	1	1	46
895	Beaufort	21206	-76.6638190	34.7182170	1	1	46
896	Brunswick	21207	-78.2020390	34.0275400	1	1	46
897	Cape Fear	21208	-78.4845740	34.7245080	1	1	46
898	Edenton	21209	-76.6077212	36.0579380	1	1	46
899	Wilmington	21210	-77.9447100	34.2257255	1	1	46
2121	Bridgeton	21211	-77.0207800	35.1215400	1	1	46
1136	Barnwell	21212	-81.3587000	33.2449000	0	1	46
1138	Halifax	21215	-77.5894000	36.3285000	0	1	46
1139	Elizabeth City	21216	-76.2510000	36.2946000	0	1	46
1140	Gates City/County	21217	-76.7699000	36.5038000	0	1	46
1141	Salisbury	21218	-80.4742000	35.6710000	0	1	46
1142	Hanover County	21219	-77.8825000	34.2155000	0	1	46
1143	Franklin County	21220	-78.2427000	36.0741000	0	1	46
1144	Granville County	21221	-78.6115000	36.2799000	0	1	46
1148	Asheville	21223	-82.5515000	35.5951000	0	1	46
1149	Pasquotank	21224	-76.3174000	36.2927000	0	1	46
1161	Randolph County	21225	-79.8297000	35.7450000	0	1	46
1162	Stokes County	21226	-80.2321000	36.4244000	0	1	46
1137	Fayetteville	21227	-78.8784000	35.0527000	0	1	46
1145	Jackson	21228	-77.4214000	36.3896000	0	1	46
1464	Portsmouth	21229	-76.0724020	35.0697200	1	1	46
276	North Carolina, port unspecified	21299	-75.6495000	35.8836800	0	1	46
277	Beaufort	21301	-80.6700000	32.4313900	1	1	47
278	Charleston	21302	-79.9355400	32.7809600	1	1	47
900	Georgetown	21304	-79.2938070	33.3674340	1	1	47
1323	Amelia Township	21305	-80.7800000	33.6700000	1	1	47
1322	Dorchester	21306	-80.1711600	32.9486000	1	1	47
1164	Darlington	21307	-79.8762000	34.2999000	0	1	47
1165	Greenville	21308	-82.3940000	34.8526000	0	1	47
1166	Camden	21309	-80.6070000	34.2465000	0	1	47
1272	Sumter	21310	-80.3415000	33.9204000	0	1	47
1271	Waccamaw	21311	-79.2945000	33.3768000	0	1	47
1270	Columbia County	21312	-81.0348000	34.0007000	0	1	47
1403	Aiken Co, SC	21314	NULL	NULL	1	1	47
1404	Edgefield County, SC	21315	NULL	NULL	1	1	47
1405	Richmond County, nr Augusta, SC	21316	NULL	NULL	1	1	47
1406	Augusta, SC	21317	NULL	NULL	1	1	47
720	South Carolina, place unspecified	21399	-79.9355400	32.7809600	0	1	47
279	Savannah	21401	-81.1000000	32.0833000	1	1	48
280	Sunbury	21402	0.0000000	0.0000000	0	0	48
797	Tybee Island	21403	-80.8456700	32.0002100	0	0	48
791	Cumberland Island,Georgia	21404	81.4484000	30.8511000	0	0	48
846	Jekyll Island	21405	-81.4216530	31.0511240	1	1	48
1095	Augusta	21406	-82.0105000	33.4735000	0	1	48
1097	Bainbridge	21407	-84.5755000	30.9038000	0	1	48
1098	Baker County	21408	-84.4803000	31.2816000	0	1	48
2344	Darien	21409	31.3676570	-81.4346780	0	0	48
1100	Blakely	21411	-84.9341000	31.3777000	0	1	48
1101	Burke County	21412	-81.9535000	33.0888000	0	1	48
1102	Columbus	21413	-84.9877000	32.4610000	0	1	48
1103	Crawford County	21414	-83.9744000	32.7091000	0	1	48
1104	Effingham	21415	-81.3839000	32.3781000	0	1	48
1105	Early County	21416	-81.3839000	32.3781000	0	1	48
1106	Fort Gaines	21417	-85.0472000	31.6091000	0	1	48
1107	Houston County	21418	-83.6348000	32.4220000	0	1	48
1108	Macon	21419	-83.6324000	32.8407000	0	1	48
1109	Madison	21420	-83.4679000	33.5957000	0	1	48
1110	Oglethorpe	21421	-84.0610000	32.2938000	0	1	48
1111	Monroe County	21422	-83.8897000	32.9747000	0	1	48
1112	Randolph County	21423	-84.6897000	31.7913000	0	1	48
1113	Thomas County	21424	-83.8473000	30.8417000	0	1	48
1114	Screven County	21425	-81.6035000	32.7075000	0	1	48
1115	Jones County	21426	-81.6035000	32.7075000	0	1	48
1116	Troup County	21427	-85.0233000	33.0699000	0	1	48
1117	Sanderville	21428	-82.8101000	32.9815000	0	1	48
1099	Fayette County	21429	-84.4803000	33.4502000	0	1	48
281	Georgia, port unspecified	21499	-81.1000000	32.0833000	0	1	48
282	St. Augustine	21501	-81.3147000	29.8944000	1	1	49
283	Pensacola	21502	-87.1815000	30.5581200	1	1	49
284	Amelia Island	21503	-81.4420000	30.6870000	1	1	49
782	Key West	21504	-81.7840300	24.5591700	1	1	49
901	Indian River	21505	0.0001235	0.0001235	1	1	49
902	East Florida	21506	0.0001235	0.0001235	1	1	49
987	Tampa	21507	-82.4572000	29.9506000	0	1	49
982	Apalachicola	21508	-84.9832000	29.7258000	0	1	49
983	St. Joseph	21509	-85.3030000	29.8119000	0	1	49
1284	Magnolia	21510	NULL	NULL	0	1	49
984	Port Leon	21511	-84.1950000	30.1308000	1	1	49
985	St. Marks, FL	21512	-84.2063000	30.1610000	1	1	49
986	Indianola	21513	-80.7145000	28.3964000	0	1	49
988	New Smyrna	21514	-80.9270000	29.0258000	0	1	49
989	Cedar Key	21515	-83.0351000	29.1386000	0	1	49
990	Jacksonville	21516	-81.6557000	30.3322000	0	1	49
991	St. Andrews	21517	-85.6948000	30.1463000	0	1	49
1286	South Port	21519	NULL	NULL	0	0	49
1001	Pawcatuck	21520	-71.8337000	41.3773000	0	1	49
1118	Madison County	21522	-83.5070000	30.4586000	0	1	49
1119	Benton County	21523	-82.6607000	30.4866000	0	1	49
1120	Columbia County	21524	-82.6051000	30.1813000	0	1	49
1121	Gadsen County	21525	-84.6479000	30.5563000	0	1	49
1123	Hernandez County	21527	-82.4753000	28.5579000	0	1	49
1124	Jackson County	21528	-85.1894000	30.7151000	0	1	49
1125	Hickstown	21529	-83.5070000	30.4586000	0	1	49
1126	Jefferson County	21530	-83.8897000	30.4312000	0	1	49
1127	Newport	21531	-82.7198000	28.2442000	0	1	49
1128	Quincy	21532	-84.5911000	30.5880000	0	1	49
1129	Washington County	21533	-85.6846000	30.5487000	0	1	49
1131	Tallahassee	21534	-84.2807000	30.4383000	1	1	49
1130	Woolsey	21535	-87.2883000	30.3557000	0	1	49
285	Florida, port unspecified	21599	-81.3147000	29.8944000	0	1	49
286	New Orleans	21601	-90.0666670	29.9544400	1	1	50
287	La Balise	21602	-89.1072000	29.1222000	1	1	50
288	Louisiana	21603	-92.6700000	29.5246800	0	1	50
289	Biloxi	21604	-88.9499300	30.3919500	1	1	50
290	Mississippi	21605	-89.2800000	30.3050100	0	1	50
291	Mobile	21606	-88.0430600	30.6944400	0	1	50
947	Vicksburg (MS)	21607	-90.8867140	32.3178380	1	1	50
1009	Alexandria, Rapides Parish	21608	-92.4451000	31.3113000	0	1	50
1010	Ascension Parish	21609	-90.9438000	30.2017000	1	1	50
1011	Assumption Parish	21610	-91.0969000	29.9233000	0	1	50
1012	Lafayette Parish	21611	-92.0198000	30.2241000	0	1	50
1048	Wilkinson County, MS	21612	-91.2891000	31.1646000	0	1	50
1013	Avoyelles Parish	21613	-92.0665000	30.9712000	0	1	50
1219	Macon County, AL	21614	-86.6846000	32.3731000	0	1	50
1015	Bayou Sara, West Feliciana Parish	21615	-91.3937242	30.7715718	0	1	50
2343	Pontchartrain	21616	30.1732180	-89.7485110	1	1	50
1017	Catahoula Parish	21617	91.9099000	31.7053000	0	1	50
1018	Claiborne Parish	21618	-93.0176000	32.7723000	0	1	50
1019	Donaldsonville, Ascension Parish	21619	-90.9929000	30.1010000	0	1	50
1020	East Baton Rouge Parish	21620	-91.0969000	30.5694000	0	1	50
1021	East Feliciana Parish	21621	-91.0203000	30.8459000	0	1	50
1220	Union Parish, LA	21622	-92.3814000	32.7859000	0	1	50
1022	Greenville, Jefferson County, MS	21623	-91.0377000	33.3997000	0	1	50
1023	Hempstead County, AR	21624	-93.6623000	33.6530000	0	1	50
1024	Huntsville, AL	21625	86.5861000	34.7304000	0	1	50
1025	Iberville Parish	21626	-91.4048000	30.2899000	0	1	50
1026	Jefferson Parish	21627	-90.1121000	29.6499000	0	1	50
1027	Lafourche Parish	21628	-90.5258000	29.6952000	0	1	50
1028	Livingston Parish	21629	-90.6773000	30.4340000	0	1	50
1094	Amite County, MS	21630	-90.8294000	31.1684000	0	1	50
1090	Adams County, MS	21631	-91.2891000	31.5305000	0	1	50
1091	Alabama (port unknown)	21632	-86.9023000	32.3182000	0	1	50
1030	Natchitoches Parish	21633	-93.1780000	31.6801000	0	1	50
1221	Warren County, MS	21634	-90.7913000	32.3989000	0	1	50
1407	Africatown AL	21635	NULL	NULL	1	1	50
1032	Orleans Parish	21636	-90.0715000	29.9511000	0	1	50
1033	Ouachita Parish	21637	-92.2237000	32.4272000	0	1	50
1034	Plaquemines Parish	21638	-89.4742000	29.3240000	0	1	50
1035	Porterville, AL	21639	-85.8208000	34.3212000	0	1	50
1036	Rapides Parish	21640	-92.5390000	31.1461000	0	1	50
1037	St. Bernard Parish	21641	-89.3227000	29.8798000	0	1	50
1038	St. Charles Parish	21642	-90.3372000	29.9274000	0	1	50
1039	St. Helena Parish	21643	-90.6773000	30.8022000	0	1	50
1040	St. James Parish	21644	-90.7913000	30.0179000	0	1	50
1041	St. John the Baptist Parish	21645	-90.4880000	30.1118000	0	1	50
1042	St. Landry Parish	21646	-92.0665000	30.6037000	0	1	50
1043	St. Martin Parish	21647	-91.7539000	30.2396000	0	1	50
1044	St. Mary Parish	21648	-91.4435000	29.5030000	0	1	50
1045	Washington Parish	21649	-90.0747000	30.8039000	0	1	50
1046	West Baton Rouge Parish	21650	-91.3276000	30.4751000	0	1	50
1047	West Feliciana Parish	21651	-91.4048000	30.8423000	0	1	50
1279	Baton Rouge, LA	21652	-91.1871000	30.4515000	1	1	50
1280	Clarke County, AL	21653	-87.7763000	31.7002000	0	1	50
1222	Natchez, MS	21654	-91.4032000	31.5604000	1	1	50
1223	Concordia Parish, LA	21655	-91.6372000	31.4809000	0	1	50
1224	Madison Parish, LA	21656	-91.2891000	32.4402000	0	1	50
1225	Point Coupee Parish, LA	21657	-91.5984000	30.6102000	0	1	50
1226	Cherokee County, AL	21658	-85.6846000	34.1665000	0	1	50
1227	Baulding, MS	21659	-89.0376000	32.0307000	0	1	50
1228	Brandon, MS	21660	-90.0014000	32.2789000	0	1	50
1229	Claiborne County, MS	21661	-90.9438000	31.9438000	0	1	50
1230	Columbus, MS	21662	-88.4273000	33.4957000	0	1	50
1231	Port Gibson, MS	21663	-90.9817000	31.9608000	0	1	50
1232	Franklin County, MS	21664	-90.8675000	31.4884000	0	1	50
1233	Greenwood, MS	21665	-90.1795000	33.5162000	0	1	50
1234	Hinds County, MS	21666	-90.3748000	32.2648000	0	1	50
1235	Jackson County, MS	21667	-88.5565000	30.4278000	0	1	50
1236	Jackson, MS	21668	-90.1848000	32.2988000	0	1	50
1408	Bigbee, Washington County	21669	NULL	NULL	1	1	50
1237	Carroll County, MS	21670	-89.9253000	33.5280000	0	1	50
1238	Lawrence County, MS	21671	-90.0747000	31.5370000	0	1	50
1239	Panola County, MS	21672	-89.9253000	34.4198000	0	1	50
1240	Vicksburg, MS	21673	-90.8779000	32.3526000	1	1	50
1241	Princetown, MS	21674	NULL	NULL	1	1	50
1242	Baldwin County, AL	21675	-87.7763000	30.6011000	0	1	50
1243	Monroe County, AL	21676	-87.4604000	31.5119000	0	1	50
1244	Lowndes County, AL	21677	-86.6611000	32.2215000	0	1	50
1245	Montgomery, AL	21678	-86.3077000	32.3792000	0	1	50
1246	Franklin, LA	21679	-91.5015000	29.7960000	0	1	50
1247	Mooresville, AL	21680	-87.3247000	31.5279000	0	1	50
1248	Perry County, AL	21681	-87.3016000	32.5989000	0	1	50
1249	Selma, AL	21682	-87.0211000	32.4074000	0	1	50
1250	Talledega, AL	21683	-86.1058000	33.4359000	0	1	50
1251	Shelby County, AL	21684	-86.6610000	33.3039000	0	1	50
1252	Wilcox County, AL	21685	-87.3414000	32.0105000	0	1	50
1253	Barbour County, AL	21686	-85.3550000	31.8173000	0	1	50
1254	Benton County, AL	21687	-86.8178000	32.3068000	0	1	50
1255	Cahaba, AL	21688	-87.1014000	32.3168000	0	1	50
1256	Monroe, LA	21689	-92.1193000	32.5093000	0	1	50
1257	Jackson, LA	21690	-91.2176000	30.8374000	0	1	50
1258	Attakapas, LA	21691	-91.0921000	29.8915000	0	1	50
1259	Grand Coteau, LA	21692	-92.0465000	30.4199000	0	1	50
1260	Thibodaux, LA	21693	-90.3229000	29.7958000	0	1	50
1261	Coosa County, AL	21694	-86.2197000	32.8898000	0	1	50
1262	Dallas County, AL	21695	-87.1423000	32.2332000	0	1	50
1263	Quincy, AL	21696	-87.7916000	30.8847000	0	1	50
1264	Henry County, AL	21697	-85.1894000	31.4469000	0	1	50
1265	Green County, AL	21698	-87.9335000	32.9718000	0	1	50
786	Gulf Coast, port unspecifed	21699	-92.6700000	29.5246800	0	0	50
292	Quebec	21701	-71.2500000	46.8000000	1	0	75
293	New Brunswick	21702	-65.2178000	46.7755600	1	0	75
294	St. John	21703	0.0000000	0.0000000	0	0	75
295	Newfoundland	21704	-57.4245700	48.3436400	1	0	75
296	Nova Scotia	21705	-63.8737300	44.8773700	1	0	75
297	Halifax	21706	-63.6000000	44.6500000	1	0	75
298	Mahone Bay	21707	-64.3075800	44.5664200	1	0	75
903	Roseway, NS	21708	-65.3497470	43.6332660	1	1	75
2346	Cape Breton	21709	-60.7829750	46.3012500	1	1	75
2026	Trois-Rivi?res	21710	-72.5539143	46.3461425	1	1	75
840	Canada, port unspecified	21799	0.0000000	0.0000000	0	0	75
948	Smithfield	21801	-85.2547350	38.3867620	1	1	96
949	Louisville	21802	-85.6667080	38.1780770	1	1	96
1132	Barton	21804	-85.4648000	37.7995000	0	1	96
1133	Frankfort	21805	-84.8733000	38.2009000	0	1	96
1134	Lexington	21806	-84.5037000	38.0406000	0	1	96
1135	Paris	21807	-84.2530000	38.2098000	0	1	96
950	Kentucky, port unspecified	21899	-84.2700000	37.8393000	1	1	96
299	Newport and Boston	21901	0.0000000	0.0000000	0	0	76
300	Newport and Salem	21902	0.0000000	0.0000000	0	0	76
301	New England	21903	-69.1700000	44.1228300	0	1	76
722	Carolinas	21904	-79.9355400	32.7809600	0	1	76
860	Washington, DC	21906	-77.0368707	38.9071923	1	1	76
1088	Arkansas (port unknown)	21907	-91.8318000	35.2010000	0	1	76
1089	Batesville, AR	21908	-91.6410000	35.7698000	0	1	76
1092	Albany	21909	NULL	NULL	0	1	76
1151	Columbus, MO	21912	-93.3908000	38.8586000	0	1	76
1152	Missouri - place unspecified	21913	-91.8318000	37.9643000	0	1	76
1153	St.Louis, MO	21914	-90.1994000	38.6270000	0	1	76
1154	Franklin, MO	21915	-91.1353000	38.3954000	0	1	76
