14044|RMC,114|"Voyage d'un navire négrier (1787-1788)," <i>Revue Maritime et Coloniale</i>, 114 (1892): ...|3
14045|Wax,1965|Wax, Darold, "Negro Imports into Pennsylvania, 1720-1766," <i>Pennsylvania History</i>, 32 (1965): 255-87.|3
14046|Wax,1968|Wax, Darold,"A Philadelphia Surgeon on a Slaving Voyage to Africa, 1749-51," <i>Pennsylvania</i><i> Magazine of History and Biography</i>, 92 (1968): 465-93.|3
14047|Wax,1978|Wax, Darold,"Black Immigrants: The Slave Trade in Colonial Maryland," <i>Maryland</i><i> Historical Magazine</i>, 73 (1978): 30-45.      |3
14048|Wax,1984|Wax, Darold,"New Negroes are always in demand," <i>Georgia Historical Quarterly</i>, 68 (1984): 193-220.           |3
14049|Weeden|Weeden, William B,"The Early African Slave-Trade in New England," <i>Proceedings of the American Antiquarian Society</i>, New Series, 5 (1887): 107-28.|3
14050|Weindl|Weindl, Andrea,"Die Kurbrandenburger im 'atalntischen System', 1650-1720," in C. Wentzlaff-Eggebert and Martin Traine (eds.), <i>Arbeitspapiere zur Latein Amerikaforschung</i> (Köln, 2001). URL: http://www.uni-koeln.de/phil-fak/aspla/download/arbeitspapiere/weindl.pdf.|3
14051|Westergaard|Westergaard, Waldemar, <i>The Danish West Indies Under Company Rule (1671-1754)</i> (New York, 1917).|3
14052|SystemaAfricanum|Wilkinson, William, <i>Systema Africanum: or a Treatise Discovering the Intrigues and Arbitrary Proceedings of the Guinea Company</i> (London, 1690).|3
14053|HLQ|"William Byrd I and the Slave Trade," <i>Huntington</i><i> Library Quarterly</i>, 8 (1945): 379-87.|3
14054|Williams|Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897).|3
14055|Winfield|Winfield, Rif, <i>The 50-Gun Ship</i> (London, 1997).|3
14056|Wood|Wood, Peter H., <i>Black Majority: Negroes in South Carolina From 1670 through the Stono Rebellion</i> (New York, 1974).          |3
14057|Wright|Wright, Louis B. (ed.), <i>Letters of Robert Carter, 1720-1727. The Commercial Interests of a Virginia Gentleman</i> (San Marino, 1940).|3
14058|Zook|Zook, George Frederick, <i>The Company of Royal Adventurers Trading to Africa</i> (Lancaster, PA, 1919).|3
14059|Binder:ARA,OWIC|<p>Binder, Franz, Archival and library notes on the 17<sup>th</sup> century slave trade, currently deposited at the Amsterdam City Archives: notes from the Nationaal Archief (The Hague), Oude West-Indische Compagnie.</p>|5
14060|Binder:ARA,SG|<p>Binder, Franz, Archival and library notes on the 17<sup>th</sup> century slave trade, currently deposited at the Amsterdam City Archives: notes from the Nationaal Archief (The Hague), Staten-Generaal.</p>|5
14061|Binder:ARA,VWIS|<p><em>Nationaal Archief</em> (The Hague), <span style="color: #000000; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 10.6667px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #f9f9f9; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;">Verspreide West-Indische Stukken</span></p>|5
14062|Binder:GAA,NA|<p>Binder, Franz, Archival and library notes on the 17<sup>th</sup> century slave trade, currently deposited at the Amsterdam City Archives: notes from the Stadsarchief (Amsterdam), Notarieel Archief.</p>|5
14063|Binder:GAR,NA|<p>Binder, Franz, Archival and library notes on the 17<sup>th</sup> century slave trade, currently deposited at the Amsterdam City Archives: notes from the Gemeentearchief Rotterdam, Notarieel Archief.</p>|5
14064|BlakeNotes|Blake's notes from High Court of Admiralty records, 17<sup>th</sup> century, currently in the possession of Robin Law (University of Sterling).|3
14065|CapelaNotes|<p>Capela, Jos&eacute;, Archival notes on the slave trade from Mozambique.</p>|5
14066|EP|<i>Evening Post</i>|2
14067|Florentino|Florentino, Manolo (Universidade Federal do Rio de Janeiro), Database of slave vessels arriving in  Rio de Janeiro, 1811-1830.|3
14068|foydatabase|Foy, Charlie (Rutgers University), New York Transatlantic Slave Trading Voyages Database.|3
14069|holsoe|Holsoe, Sevend, Notes from Danish Customs and Harbor Master Records.|3
14070|Postma2|Postma, Johannes Menne, Database of Dutch slave trading voyages.|3
14071|SchofieldArchive|Schofield, Maurice M., Notes on Liverpool slave ships between 1774 and 1778, currently held by David Richardson (University of Hull).|3
14072|SteinArchive|Stein, Robert Louis, Dataset of French slave trading voyages collected by Robert Louis Stein and made available by Herbert S. Klein.|3
14073|BML|<i>Biblioteca Municipal de Luanda</i> (Luanda, Angola)|1
14074|BFP|<i>University of Melbourne Archives</i> (Melbourne, Australia) Bright Family Papers|1
14075|LDS|<i>Department of Archives</i> (Black Rock, Barbados) Baptisms, Marriages, and Burials: St. Michael’s Parish, 1 May 1775-28 February 1776|1
14076|RB3|<i>Department of Archives</i> (Black Rock, Barbados) Series RB3 Rerecorded Deeds|1
14077|RB6|<i>Department of Archives</i> (Black Rock, Barbados) Series RB6 Rerecorded Wills|1
14078|Hoop|<i>Rijksarchief Gent</i> (Ghent, Belgium) Collectie d’Hoop|1
14079|UB,Gent|<i>Universiteitsbibliotheek Gent</i> (Ghent, Belgium)|1
14080|APEJE, 04.06.18|<i>Arquivo Público Estadual Jordão Emerenciano</i> (Recife, Brazil) Códice 04.06.18, vol. 1, Vigilância da Saúde|1
14081|APEJE, D.I.-7|<i>Arquivo Público Estadual Jordão Emerenciano</i> (Recife, Brazil) Diversos I, códice 7, livro de termos da alfândega de Pernambuco (1760/1802)|1
14082|APEJE, D.I.-9|<i>Arquivo Público Estadual Jordão Emerenciano</i> (Recife, Brazil) Diversos I, códice 9, vol. 1, termos de despachos de navios (1808/1818)|1
14083|APEJE, R.P.|<i>Arquivo Público Estadual Jordão Emerenciano</i> (Recife, Brazil) Registro de Passaportes, Passaportes de Embarcações|1
14084|AGCRJ|<i>Arquivo Geral da Cúria do Rio de Janeiro</i> (Rio de Janeiro, Brazil)|1
14085|AHI|<i>Arquivo Histórico do Itamarary</i> (Rio de Janeiro, Brazil)|1
14086|ANRJ|<p><em>Arquivo Nacional&nbsp;</em>(Rio de Janeiro)</p>|1
14087|ANRJ, JC|<i>Arquivo Nacional</i> (Rio de Janeiro, Brazil) Junta do Comércio|1
14088|ANRJ, ON1, L26A|<i>Arquivo Nacional</i> (Rio de Janeiro, Brazil) Primeiro Oficio de Notas, Livro 26ª|1
14089|ANRJ, SM|<i>Arquivo Nacional</i> (Rio de Janeiro, Brazil) Série Marinha|1
14090|ANRJ, VR|<i>Arquivo Nacional</i> (Rio de Janeiro, Brazil) Vice-Reinado|1
14091|BNRJ|<i>Biblioteca Nacional, Manuscritos</i> (Rio de Janeiro, Brazil)|1
14092|TobiasMonteiro|<i>Biblioteca Nacional, Manuscritos</i> (Rio de Janeiro, Brazil) Coleção Tobias Monteiro|1
14093|IHGB,DL52.4|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 52, pasta 4, Papeis relativos a Capitania das Ilhas de Cabo Verde (1799-1826)|1
14094|IHGB,DL53.1|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 53, pasta 1, Papeis relativos as ilhas de São Tomé e Princípe (1538-1828)/Processo contra o Piloto do Bergantin Santo Antônio, José Malaquias Ferreira (1809)|1
14095|IHGB,CV,54,4|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 54, pasta 4|1
14096|IHGB,DL72.8|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 72, pasta 8, Registro da correspondência de Luís César de Meneses, governador de Angola, com seus procuradores no Rio de Janeiro, Bahia, Pernambuco, Paraíba, Lisboa e ilha da Madeira|1
14097|IHGB,DL81.2|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 81, pasta 2, Vários documentos relativos ao governo do reino de Angola (1677-1797)|1
14098|IHGB,DL82.1|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 82, pasta 1, Vários ofícios sobre negócios do reino de Angola (1797-1828)|1
14099|IHGB,DL1132.5|<i>Instituto Histórico e Geográfico Brasileiro</i> (Rio de Janeiro, Brazil) Lata 1132, pasta 5, Ofícios do desembargador fiscal, Manuel Pinto Coelho, ao Ministro da Marinha, Conde das Galveias (1811)|1
14100|ACSCD|<i>Arquivo do Convento de Santa Clara do Desterro</i> (Salvador da Bahia, Brazil)|1
14101|AHMS|<i>Arquivo Histórico Municipal de Salvador</i> (Salvador da Bahia, Brazil)|1
14102|APEB|<p>Arquivo P&uacute;blico do Estado da Bahia (Bahia)</p>|1
14103|APEB, inv|<i>Arquivo Público do Estado da Bahia</i> (Salvador da Bahia, Brazil) Inventário post-mortem|1
14104|APEB, LN|<i>Arquivo Público do Estado da Bahia</i> (Salvador da Bahia, Brazil) Livros de Notas|1
14105|APEB, OR|<i>Arquivo Público do Estado da Bahia</i> (Salvador da Bahia, Brazil) Ordens régias|1
14106|SEPLAN, MA|<i>Secretaria de Estado de Planejamento, Orçamento e Gestão</i> (São Luís do Maranhão, Brazil) Livro de termo de visita da saúde de São Luís|1
14107|AGN|<p><em>Archivo General de la Naci&oacute;n</em> (Montevideo, Uruguay)</p>|1
14108|ANSOM|<p><em>ANSOM </em> ()</p>|1
14109|ACM|<p><em>Archives D&eacute;partementales Charente-Maritimes </em> (La Rochelle)</p>|1
14110|ADLA|<p><em>Archives D&eacute;partmentales Loire-Atlantique</em> (Nantes)</p>|1
14111|GStA Rep.65|<i>Geheimes Staatsarchiv Preußischer Kulturbesitz</i> (Berlin, Germany) I. HA GR Rep.65, Marine und Afrikanische Kompanie-Sachen|1
14112|AHM|<i>Arquivo Histórico de Moçambique</i> (Maputo, Mozambique)|1
14113|GAA,NA|<p>Amsterdam City Archives</p>|1
14114|ARA,Aanwinsten|<i>Nationaal Archief</i> (The Hague, Netherlands) Aanwinsten|1
14115|ARA,Spiegel|<i>Nationaal Archief</i> (The Hague, Netherlands) Archief Van der Spiegel|1
14116|ARA,OWIC|<i>Nationaal Archief</i> (The Hague, Netherlands) Eerste West-Indische Compagnie|1
14117|ARA,HH|<i>Nationaal Archief</i> (The Hague, Netherlands) Hof van Holland|1
14118|ARA,NBKG|<i>Nationaal Archief</i> (The Hague, Netherlands) Nederlandse Bezittingen ter Kuste van Guiné|1
14119|ARA,SG|<p><em>Nationaal Archief</em> (The Hague, Netherlands) Staten-Generaal</p>|1
14120|ARA,WIC|<p><em>Nationaal Archief</em>&nbsp;(The Hague, Netherlands) Tweede West-Indische Compagnie</p>|1
14121|RUL,BPL937|<i>Rijksuniversiteit Leiden</i> (Leiden, Netherlands) Bibliothecae Publicae Latini, 937, Memoriën betreffende de O.-I. Compagnie en haren handel op de Kust van Guinea en de bevoegdheid der Engelschen en Portugeezen (1767-1773)|1
14122|VerheyeCitters|<i>Zeeuws Archief</i> (Middelburg, Netherlands) Collectie Verheye-Citters|1
14123|MCC|<p><em>Zeeuws Archief</em> (Middelburg, Netherlands) Middelburgsche Commercie Compagnie</p>|1
14124|GAR,Coopstad&Rochussen|<i>Gemeentearchief Rotterdam</i> (Rotterdam, Netherlands) De archieven van de firma’s Coopstad & Rochussen, 1734-1777|1
14125|Calabar Museum|<i>Calabar Museum</i> (Calabar, Nigeria)|1
14126|AGAL|<i>Arquivo Geral da Alfândega de Lisboa</i> (Lisbon, Portugal)|1
14127|AHMOP|<i>Arquivo Histórico do Ministério das Obras Públicas</i> (Lisbon, Portugal)|1
14128|AHU|<p><em>Arquivo Hist&oacute;rico Ultramarino</em> (Conselho Ultramarino)</p>|1
14129|AHU,ACL,CU|<p><em>Arquivo Hist&oacute;rico Ultramarino</em> (Conselho Ultramarino)</p>|1
14130|AHU,ACL,N, Maranhão|<i>Arquivo Histórico Ultramarino</i> (Lisbon, Portugal) Arquivo Central, Maranhão|1
14131|ATC|<i>Arquivo do Tribunal das Contas</i> (Lisbon, Portugal)|1
14132|Ajuda|<p><em>Biblioteca de Ajuda</em> (Lisbon, Portugal)</p>|1
14133|BNL|<i>Biblioteca Nacional de Portugal, Reservados</i> (Lisbon, Portugal)|1
14134|ANTT,ALCI|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Alfândega de Lisboa, Casa da India|1
14135|ANTT,AHMF,CGGPM|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Arquivo Histórico do Ministério das Finanças, Companhia Geral de Grão-Pará e Maranhão|1
14136|ANTT,AHMF,CGPP|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Arquivo Histórico do Ministério das Finanças, Companhia Geral de Pernambuco e Paraíba|1
14137|ANTT,CF|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Conselho da Fazenda|1
14138|ANTT,CC|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Corpo Cronológico|1
14139|ANTT,DNE|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Documentos dos Negócios Estrangeiros|1
14140|ANTT,FF,JIM|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Feitos Findos, Juizo da Índia e Mina|1
14141|ANTT,JC|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Junta do Comércio|1
14142|ANTT,JT|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Junta do Tabaco|1
14143|ANTT,MNE|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Ministério de Negócios Estrangeiros|1
14144|ANTT,MsBrasil|<i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Manuscritos do Brasil|1
14145|Frei Bartolomeu|<i>Arquivo da Casa de Cadaval</i> (Muge, Portugal) Códice 826, M-VI-32, “Memoria Chorografica da Província ou Capitania de Mossambique na Costa d’Africa Oriental conforme o estado em que se achava no anno de 1822, [de Fr. Bartolomeu dos Mártires]”|1
14146|AGPR|<p><em>Archivo General de Puerto Rico</em>&nbsp;(San Juan, Puerto Rico)</p>|1
14147|AHNM|<i>Archivo Histórico Nacional</i> (Madrid, Spain)|1
14148|AGI|<p><em>Archivo General de Indias, Sevilla</em></p>|1
14149|AGS, CJH|<i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda|1
14150|BRO, SMV,mr|<i>Bristol Record Office</i> (Bristol, UK) Society of Merchant Venturers, Muster Rolls, Wharfage Books|1
14151|BRO, SMV/9/3/3|<i>Bristol Record Office</i> (Bristol, UK) Society of Merchant Venturers, Sailors’ petitions for relief from the Society of Merchant Venturers|1
14152|Hasell Papers|<p><em>Dalemain House</em> (Cumbria, UK) Hasell Family Papers</p>|1
14153|Christchurch LHS|<i>Christchurch Local History Society Archives</i> (Dorset, UK) Leonard Cocke to Messrs Denniss and Tessell, May 17, 1730|1
14154|NAS|<p><em>National Library of Scotland</em> (Edinburgh)</p>|1
14155|NMM|<i>National Maritime Museum, Library</i> (Greenwich, UK)|1
14156|Wilberforce|<i>University of Hull</i> (Hull, UK) Wilberforce Papers|1
14157|DTA|<i>University of Keele, Archives</i> (Keele, UK) Raymond Richards Collection, Davies-Davenport Papers|1
14158|ADM|<p><em>BNA</em> (Kew)</p>|1
14159|AO|<i>The National Archives</i> (Kew, UK) Audit Office|1
14160|BT|<p><em>BNA</em> (Kew, London)</p>, Board of Trade|1
14161|C|<p><em>Chancery, BNA</em> (Kew)</p>|1
14162|CO|<p><em>Colonial Office </em>BNA (Kew)</p>|1
14163|EXT|<i>British National Archives</i> (Kew, UK) Documents and objects extracted from various record series|1
14164|E|<p><em>British National Archives</em> (Kew, UK) Exchequer</p>|1
14165|FO|<p><em>TNA</em> (Kew)</p>|1
14166|HCA|<p><em>BNA</em> (Kew)</p>|1
14167|PC|<i>The National Archives</i> (Kew, UK) Privy Council|1
14168|ZHC|<i>The National Archives</i> (Kew, UK) Publications of the House of Commons|1
14169|PROB|<i>The National Archives</i> (Kew, UK) Records of the Prerogative Court of Canterbury|1
14170|SP|<i>The National Archives</i> (Kew, UK) State Papers|1
14171|T|<p><em>British National Archives</em> (Kew, UK) Treasury</p>|1
14172|Liverpool Museum, mss 53-34|<i>Liverpool Museum, Manuscripts</i> (Liverpool, UK) 53-54, Accounts of “Calveley” and “Eadith”|1
14173|Liverpool Museum, mss 71-190-2|<i>Liverpool Museum, Manuscripts</i> (Liverpool, UK) 71-190-2, Papers of John Knight|1
14174|C&S|<i>Liverpool Record Office</i> (Liverpool, UK) 380 MD 33-36, Case and Southworth Papers|1
14175|Espelho|<i>O Espelho</i>|2
14176|Leyland|<p><em>Liverpool Record Office</em> (Liverpool, UK) 387 MD 40-44, Leyland papers, vols. 40-44, 59</p>|1
14177|Bostock|<i>Liverpool Record Office</i> (Liverpool, UK) 387 MD 54-55, Letterbooks of Robert Bostock|1
14178|Roscoe|<i>Liverpool Record Office</i> (Liverpool, UK) 920 ROS, Roscoe Letters and Papers, Letters of William Roscoe|1
14179|LivRO,942HOL(10)|<i>Liverpool Record Office</i> (Liverpool, UK) 942 HOL, Materials towards a History of Liverpool collected by John Holt and Matthew Gregson, vol. 10|1
14180|LivRO,Slavery&Privateers|<i>Liverpool Record Office</i> (Liverpool, UK) Slavery & Privateers|1
14181|TUO|<i>Liverpool Record Office</i> (Liverpool, UK) Tuohy Papers|1
14182|MMM,LivReg|<i>Merseyside Maritime Museum</i> (Liverpool, UK) C/EX/L/2-6, Liverpool Statutory Registers of British Merchant Ships, 1739-1807|1
14183|MMM,D/EARLE|<i>Merseyside Maritime Museum</i> (Liverpool, UK) D/EARLE, Earle Family and Business Archive, 1644-1930|1
14184|MMM,D/DAV|<i>Merseyside Maritime Museum</i> (Liverpool, UK) D/DAV, William Davenport Archives, 1747-1794|1
14185|MMM,DX/170|<i>Merseyside Maritime Museum</i> (Liverpool, UK) DX/170, Correspondence relating to the slaver Kitty’s Amelia, 1804-1806|1
14186|Dumbell|<i>University of Liverpool Library</i> (Liverpool, UK) Dumbell papers 10/46-52|1
14187|BankEng|<i>Bank of England</i> (London, UK) Papers of Humphry Morice|1
14188|BankEng,PBP|<p><em>Bank of England</em> (London)</p>|1
14189|Add.ms|<p><em>British Library, Additional Manuscripts</em> (London, UK)</p>|1
14190|LL|<i>House of Lords Record Office</i> (London, UK) Lloyds’ Lists, 1702-04|1
14191|HLRO,MP,HL|<i>House of Lords Record Office</i> (London, UK) Main Papers, House of Lords, 1794-1800|1
14192|ST|<i>Institute of Commonwealth Studies</i> (London, UK) Simon Taylor Archive|1
14193|BroughamMss|<i>University of London, Senate House Library</i> (London, UK) Brougham manuscripts|1
14194|JRL|<p><em>John Rylands University Library</em> (Manchester, UK)</p>|1
14195|Rawl|<i>Bodleian Library</i> (Oxford, UK) Rawlinson mss, C745-747|1
14196|B.E.Mss|<i>Rhodes House Library</i> (Oxford, UK) Anti-Slavery Papers, British Empire Manuscripts, s.22, folders G77-80|1
14197|Bx.Mss|<i>Rhodes House Library</i> (Oxford, UK) Buxton manuscripts (Papers of Sir Thomas Fowell Buxton), British Empire Mss., s.444, vols. 17, 23-4, 26-34, 38-46|1
14198|Spencer-Stanhope|<i>Sheffield Archives</i> (Sheffield, UK) Spencer-Stanhope Muniments|1
14199|Berington acct bk|<i>Record Office</i> (Worcester, UK) Berington Family Collection, b705: 24/980, Account book of slaves, 1774-5 (Apollo)|1
14200|CL|<i>University of Michigan, Clements Library</i> (Ann Arbor, Michigan, USA) Anti-Slavery Collection, I|1
14201|Shelburne|<i>University of Michigan, Clements Library</i> (Ann Arbor, Michigan, USA) Shelburne manuscripts, vols. 43, 44|1
14202|MSA, S117|<i>Maryland State Archives</i> (Annapolis, Maryland, USA) S117, Admiralty Court (Minutes), 1754-1782, Clerk’s daily record of court proceedings|1
14203|MSA, S204|<i>Maryland State Archives</i> (Annapolis, Maryland, USA) S204, Naval Officer (Port of Entry Record), 1742-1797, Listing of ships entering port in the Oxford, Patuxent, Potomac, and Annapolis districts|1
14204|MSA, S205-1|<i>Maryland State Archives</i> (Annapolis, Maryland, USA) S205-1, Access no. 20,422-318/320, Naval Officer (General File), 1761-64, North Potomac, Vessel clearances, Account of Duties on Negroes, pitch, etc., 29 September 1761-29 September 1762|1
14205|MSA, S517-9|<i>Maryland State Archives</i> (Annapolis, Maryland, USA) S517-9, Access no. 17,719-1, Chancery Court (Chancery Record), 1736-1738, 6, i, pp. 1-466|1
14206|MSA, S1006|<i>Maryland State Archives</i> (Annapolis, Maryland, USA) S1006, Naval Officer (Ships Trading in Maryland), 1689-1694, Photostats of lists indicating vessel name, etc.|1
14207|Wanderer logbook|<i>Emory University, Robert W. Woodruff Library, Special Collections Department</i> (Atlanta, Georgia, USA) Mss 172, Wanderer (Ship) Records, Logbook of the yacht “Wanderer”|1
14208|GSA,Clayton Papers|<i>Georgia State Archives</i> (Atlanta, Georgia, USA) Governor Clayton Papers, Slave ship papers (678.364.3710)|1
14209|NARA, Atlanta|<i>National Archives Record Administration, Southeast Region</i> (Atlanta, Georgia, USA)|1
14210|UVA,RobertCarter|<i>University of Virginia, Alderman Library</i> (Charlottesville, Virginia, USA) MSS 3807, Papers of Robert Carter, 1722-83|1
14211|UVA,JCLCarterLetterbk|<p><em>University of Virginia, Alderman Library</em> (Charlottesville, Virginia, USA) MSS 4996, John, Charles and Landon Carter Letterbook, 1732-82</p>|1
14212|SC,Treasury|<i>South Carolina Department of Archives and History</i> (Columbia, South Carolina, USA) Duty Books of the Public Treasurer of South Carolina, Journals A-C, 1735-76|1
14213|HCL,Britannia|<p><em>Harlan Crow Library</em> (Dallas, Texas, USA) Logbook of the &ldquo;Britannia&rdquo;</p>|1
14214|Duke,Ascention|<i>Duke University, Special Collections Library</i> (Durham, North Carolina, USA) Ascention ship papers, 1793|1
14215|Beinecke,B5|<i>Hamilton College, Beinecke Library</i> (Hamilton, New York, USA) West Indies Collection, Book 569|1
14216|Klein,Angola dataset|<i>University of Wisconsin Library</i> (Madison, Wisconsin, USA) Klein, Angola data-set, 1723-1771|1
14217|Klein,Havana dataset|<p><em>University of Wisconsin Library</em> (Madison, Wisconsin, USA) Klein, Havana data-set, 1790-1820</p>|4
14218|Klein,Rio de Janeiro dataset 1|<i>University of Wisconsin Library</i> (Madison, Wisconsin, USA) Klein, Rio de Janeiro data-set, 1795-1811|1
14219|Klein,Rio de Janeiro dataset 2|<i>University of Wisconsin Library</i> (Madison, Wisconsin, USA) Klein, Rio de Janeiro data-set, 1825-1830|1
14220|Caulkins|<i>New London Historical Society</i> (New London, Connecticut, USA) F. M. Caulkins, mss “New London Marine 1760-1831”|1
14221|HSA,JournalLogbookScotch|<i>Hispanic Society of America</i> (New York, New York, USA) “Journal and Logbook of an Anonymous Scotch Sailor held on his voyage from London to Jamaica, and From London to Madagascar and Buenos Ayres”|1
14222|NYHS,OldNewYork,vol.9|<p>New York Historical Society (New York, New York, USA) Francis, Old New York, vol. 9, &ldquo;Deposition of a sailor&rdquo;</p>|1
14223|Farley’s|<i>Felix Farley’s Bristol Journal</i>|2
14224|NYHS,Misc microfilm, #5|<p>New York Historical Society (New York, New York, USA) Miscellaneous microfilm, no. 5, &ldquo;A Book of Trade For The Sloope Rhodde Island...Jan:ry 18, 1748/9&rdquo;</p>|1
14225|NYHS,RufusKing|<p>New York Historical Society (New York, New York, USA) Rufus King ms</p>|1
14226|NYHS,VanCortland,letterbk|<p>New York Historical Society (New York, New York, USA) Van Cortland ms, Letterbook</p>|1
14227|NYHS,Vernon|<p><span style="color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;">New York Historical Society (New York, New York, USA) Vernon ms, boxes 1-2</span></p>|1
14228|NYPL,Cortlandt|<i>New York Public Library, Archives and Manuscripts</i> (New York, New York, USA) Van Cortlandt-Van Wyck family papers, 1667-1912|1
14229|NYPL,Lawrance|<i>New York Public Library, Archives and Manuscripts</i> (New York, New York, USA) ZL-234, Log of the ship Lawrance, 1730-1731|1
14230|NYPL,Hall|<i>New York Public Library, Archives and Manuscripts</i> (New York, New York, USA) ZL-262, Hugh Hall, Jr. diary, 1714-1717|1
14231|NYPL,Louisa|<i>New York Public Library, Archives and Manuscripts</i> (New York, New York, USA) ZL-327, Log of the brig Louisa, 1796-1797|1
14232|NHS|<p><em>Newport Historical Society</em> (Newport, RI)</p>|1
14233|Stewart Letterbooks|<i>Historical Society of Pennsylvania</i> (Philadelphia, Pennsylvania, USA) Charles Stewart Letterbooks|1
14234|NARA, Philadelphia|<i>National Archives Record Administration, Mid Atlantic Region</i> (Philadelphia, Pennsylvania, USA)|1
14235|RISA,Maritime|<p><em>Rhode Island State Archives</em> (Providence, Rhode Island, USA) Maritime Papers, Manifests-Import Cargoes, vol. 1 and 3, 1744-45, 1775-85</p>|1
14236|Kinkor|<i>Provincetown Museum</i> (Provincetown, Massachusetts, USA) The Whydah Project|1
14237|YCVDWO|<i>Library of Virginia</i> (Richmond, Virginia, USA) York County, Virginia, Deeds, Wills, and Orders (microfilm)|1
14238|VHS,CarterLetterbk|<i>Virginia Historical Society</i> (Richmond, Virginia, USA) Robert Carter Letterbook, 1728-30|1
14239|FHL,Reel39554|<i>Family History Library</i> (Salt Lake City, Utah, USA) Reel 395554, “Petition of Eleanor Anderson to the Co of Trinity House, Trinity House Petitions, vol. 2”|1
14240|FHL,Reel88762|<i>Family History Library</i> (Salt Lake City, Utah, USA) Reel 88762, “Surgeon William Williams probate”|1
14241|Huntington,HM30206|<i>Huntington Library</i> (San Marino, California, USA) HM 30206, Thomas Dornin Letterbook (San Jacinto, 1860)|1
14242|Huntington,FCSTP|<i>Huntington Library</i> (San Marino, California, USA) HM 43974-44028, French Clandestine Slave Trade (1822-28)|1
14243|Banfield|<i>Huntington Library</i> (San Marino, California, USA) HM 57345, Memoirs of Joseph Banfield, Journal of a Life at Sea|1
14244|Macaulay|<i>Huntington Library</i> (San Marino, California, USA) MY 1-1014, Papers of Zachary Macaulay (1793-1888)|1
14245|Huntington,ST|<i>Huntington Library</i> (San Marino, California, USA) Slave Trade Series|1
14246|Carroll Daybook|<i>Georgetown University Libraries, Special Collections</i> (Washington, DC, USA) Jesuit Provincial Archives, James Carroll Daybook (1714-21)|1
14247|Dixon Account Book|<i>Library of Congress</i> (Washington, DC, USA) Papers of Edward Dixon, Account Book|1
14248|H&B Letterbk|<i>Library of Congress</i> (Washington, DC, USA) Galloway-Maxcy-Markoe family papers, Higginson and Bird letterbook|1
14249|LtoSofN|<i>National Archives</i> (Washington, DC, USA) RG45, M89A, Letters Received by the Secretary of the Navy From Commanding Officers of Squadrons, 1841-1886, Rolls 1-200|1
14250|AGNU|<p>Archivo General de la Naci&oacute;n (Montevideo, Uruguay)</p>|1
14251|FP|<i>Flying Post</i>|2
14252|GA|<i>General Advertizer</i>|2
14253|AOWJ|<i>Applebee’s Original Weekly Journal</i>|2
14254|bg|<i>Bahama Gazette</i>|2
14255|BJ|<i>Bristol Journal</i>|2
14256|BLA|<i>Billinge’s Liverpool Advertiser</i>|2
14257|bm|<i>Barbados Mercury</i>|2
14258|BostonGazette|<p><em>Boston Gazette</em>, (Boston, U.S.A.)</p>|2
